rgn_id,year,gapfilled,method
136,2020,gapfilled,WTTC Percent Change
136,2021,NA,NA
137,2019,NA,NA
137,2020,gapfilled,WTTC Percent Change
137,2021,NA,NA
138,2019,NA,NA
138,2020,gapfilled,WTTC Percent Change
138,2021,NA,NA
139,2019,NA,NA
139,2020,gapfilled,WTTC Percent Change
139,2021,NA,NA
143,2019,NA,NA
143,2020,gapfilled,WTTC Percent Change
143,2021,NA,NA
162,2019,NA,NA
162,2020,gapfilled,WTTC Percent Change
162,2021,NA,NA
163,2019,NA,NA
163,2020,gapfilled,WTTC Percent Change
163,2021,NA,NA
171,2019,NA,NA
171,2020,gapfilled,WTTC Percent Change
171,2021,NA,NA
172,2019,NA,NA
172,2020,gapfilled,WTTC Percent Change
172,2021,NA,NA
173,2019,NA,NA
173,2020,gapfilled,WTTC Percent Change
173,2021,NA,NA
174,2019,NA,NA
174,2020,gapfilled,WTTC Percent Change
174,2021,NA,NA
175,2019,NA,NA
175,2020,gapfilled,WTTC Percent Change
175,2021,NA,NA
176,2019,NA,NA
176,2020,gapfilled,WTTC Percent Change
176,2021,NA,NA
177,2019,NA,NA
177,2020,gapfilled,WTTC Percent Change
177,2021,NA,NA
178,2019,NA,NA
178,2020,gapfilled,WTTC Percent Change
178,2021,NA,NA
179,2019,NA,NA
179,2020,gapfilled,WTTC Percent Change
179,2021,NA,NA
180,2019,NA,NA
180,2020,gapfilled,WTTC Percent Change
180,2021,NA,NA
181,2019,NA,NA
181,2020,gapfilled,WTTC Percent Change
181,2021,NA,NA
182,2019,NA,NA
182,2020,gapfilled,WTTC Percent Change
182,2021,NA,NA
183,2019,NA,NA
183,2020,gapfilled,WTTC Percent Change
183,2021,NA,NA
184,2019,NA,NA
184,2020,gapfilled,WTTC Percent Change
184,2021,NA,NA
186,2019,NA,NA
186,2020,gapfilled,WTTC Percent Change
186,2021,NA,NA
187,2019,NA,NA
187,2020,gapfilled,WTTC Percent Change
187,2021,NA,NA
188,2019,NA,NA
188,2020,gapfilled,WTTC Percent Change
188,2021,NA,NA
189,2019,NA,NA
189,2020,gapfilled,WTTC Percent Change
189,2021,NA,NA
190,2019,NA,NA
190,2020,gapfilled,WTTC Percent Change
190,2021,NA,NA
196,2019,NA,NA
196,2020,gapfilled,WTTC Percent Change
196,2021,NA,NA
197,2019,NA,NA
197,2020,gapfilled,WTTC Percent Change
197,2021,NA,NA
200,2019,NA,NA
200,2020,gapfilled,WTTC Percent Change
200,2021,NA,NA
202,2019,NA,NA
202,2020,gapfilled,WTTC Percent Change
202,2021,NA,NA
203,2019,NA,NA
203,2020,gapfilled,WTTC Percent Change
203,2021,NA,NA
204,2019,NA,NA
204,2020,gapfilled,WTTC Percent Change
204,2021,NA,NA
206,2019,NA,NA
206,2020,gapfilled,WTTC Percent Change
206,2021,NA,NA
207,2019,NA,NA
207,2020,gapfilled,WTTC Percent Change
207,2021,NA,NA
208,2019,NA,NA
208,2020,gapfilled,WTTC Percent Change
208,2021,NA,NA
209,2019,NA,NA
209,2020,gapfilled,WTTC Percent Change
209,2021,NA,NA
210,2019,NA,NA
210,2020,gapfilled,WTTC Percent Change
210,2021,NA,NA
214,2019,NA,NA
214,2020,gapfilled,WTTC Percent Change
214,2021,NA,NA
215,2019,NA,NA
215,2020,gapfilled,WTTC Percent Change
215,2021,NA,NA
216,2019,NA,NA
216,2020,gapfilled,WTTC Percent Change
216,2021,NA,NA
218,2019,NA,NA
218,2020,gapfilled,WTTC Percent Change
218,2021,NA,NA
222,2019,NA,NA
222,2020,gapfilled,WTTC Percent Change
222,2021,NA,NA
224,2019,NA,NA
224,2020,gapfilled,WTTC Percent Change
224,2021,NA,NA
232,2019,NA,NA
232,2020,gapfilled,WTTC Percent Change
232,2021,NA,NA
1,2019,gapfilled,UN georegion (r2)
1,2020,gapfilled,UN georegion (r2)
1,2021,gapfilled,UN georegion (r2)
2,2019,gapfilled,UN georegion (r2)
2,2020,gapfilled,UN georegion (r2)
2,2021,gapfilled,UN georegion (r2)
3,2019,gapfilled,UN georegion (r2)
3,2020,gapfilled,UN georegion (r2)
3,2021,gapfilled,UN georegion (r2)
4,2019,NA,NA
4,2020,NA,NA
4,2021,NA,NA
5,2019,gapfilled,UN georegion (r2)
5,2020,gapfilled,UN georegion (r2)
5,2021,gapfilled,UN georegion (r2)
6,2019,NA,NA
6,2020,gapfilled,WTTC Percent Change
6,2021,gapfilled,WTTC Percent Change
7,2019,NA,NA
7,2020,gapfilled,WTTC Percent Change
7,2021,gapfilled,WTTC Percent Change
8,2019,gapfilled,UN georegion (r2)
8,2020,gapfilled,UN georegion (r2)
8,2021,gapfilled,UN georegion (r2)
9,2019,gapfilled,UN georegion (r2)
9,2020,gapfilled,UN georegion (r2)
9,2021,gapfilled,UN georegion (r2)
10,2019,gapfilled,UN georegion (r2)
10,2020,gapfilled,UN georegion (r2)
10,2021,gapfilled,UN georegion (r2)
11,2019,gapfilled,UN georegion (r2)
11,2020,gapfilled,UN georegion (r2)
11,2021,gapfilled,UN georegion (r2)
12,2019,NA,NA
12,2020,NA,NA
12,2021,NA,NA
13,2019,gapfilled,UN georegion (r2)
13,2020,gapfilled,UN georegion (r2)
13,2021,gapfilled,UN georegion (r2)
14,2019,NA,NA
14,2020,gapfilled,WTTC Percent Change
14,2021,gapfilled,WTTC Percent Change
17,2019,NA,NA
17,2020,gapfilled,WTTC Percent Change
17,2021,gapfilled,WTTC Percent Change
18,2019,NA,NA
18,2020,gapfilled,WTTC Percent Change
18,2021,gapfilled,WTTC Percent Change
19,2019,gapfilled,UN georegion (r2)
19,2020,gapfilled,UN georegion (r2)
19,2021,gapfilled,UN georegion (r2)
21,2019,gapfilled,UN georegion (r2)
21,2020,gapfilled,UN georegion (r2)
21,2021,gapfilled,UN georegion (r2)
26,2019,gapfilled,UN georegion (r2)
26,2020,gapfilled,UN georegion (r2)
26,2021,gapfilled,UN georegion (r2)
28,2019,NA,NA
28,2020,gapfilled,WTTC Percent Change
28,2021,gapfilled,WTTC Percent Change
29,2019,gapfilled,UN georegion (r2)
29,2020,gapfilled,UN georegion (r2)
29,2021,gapfilled,UN georegion (r2)
30,2019,NA,NA
30,2020,NA,NA
30,2021,NA,NA
31,2019,NA,NA
31,2020,gapfilled,WTTC Percent Change
31,2021,gapfilled,WTTC Percent Change
32,2019,NA,NA
32,2020,gapfilled,WTTC Percent Change
32,2021,gapfilled,WTTC Percent Change
33,2019,NA,NA
33,2020,NA,NA
33,2021,NA,NA
34,2019,NA,NA
34,2020,NA,NA
34,2021,NA,NA
35,2019,NA,NA
35,2020,NA,NA
35,2021,NA,NA
36,2019,NA,NA
36,2020,NA,NA
36,2021,NA,NA
38,2019,gapfilled,UN georegion (r2)
38,2020,gapfilled,UN georegion (r2)
38,2021,gapfilled,UN georegion (r2)
39,2019,NA,NA
39,2020,gapfilled,WTTC Percent Change
39,2021,gapfilled,WTTC Percent Change
41,2019,NA,NA
41,2020,gapfilled,WTTC Percent Change
41,2021,gapfilled,WTTC Percent Change
42,2019,NA,NA
42,2020,gapfilled,WTTC Percent Change
42,2021,gapfilled,WTTC Percent Change
44,2019,gapfilled,UN georegion (r2)
44,2020,gapfilled,UN georegion (r2)
44,2021,gapfilled,UN georegion (r2)
45,2019,gapfilled,UN georegion (r2)
45,2020,gapfilled,UN georegion (r2)
45,2021,gapfilled,UN georegion (r2)
46,2019,gapfilled,UN georegion (r2)
46,2020,gapfilled,UN georegion (r2)
46,2021,gapfilled,UN georegion (r2)
48,2019,NA,NA
48,2020,gapfilled,WTTC Percent Change
48,2021,gapfilled,WTTC Percent Change
49,2019,NA,NA
49,2020,gapfilled,WTTC Percent Change
49,2021,gapfilled,WTTC Percent Change
55,2019,gapfilled,UN georegion (r2)
55,2020,gapfilled,UN georegion (r2)
55,2021,gapfilled,UN georegion (r2)
57,2019,gapfilled,UN georegion (r2)
57,2020,gapfilled,UN georegion (r2)
57,2021,gapfilled,UN georegion (r2)
58,2019,gapfilled,UN georegion (r2)
58,2020,gapfilled,UN georegion (r2)
58,2021,gapfilled,UN georegion (r2)
60,2019,gapfilled,UN georegion (r2)
60,2020,gapfilled,UN georegion (r2)
60,2021,gapfilled,UN georegion (r2)
63,2019,gapfilled,UN georegion (r2)
63,2020,gapfilled,UN georegion (r2)
63,2021,gapfilled,UN georegion (r2)
64,2019,gapfilled,UN georegion (r2)
64,2020,gapfilled,UN georegion (r2)
64,2021,gapfilled,UN georegion (r2)
65,2019,NA,NA
65,2020,gapfilled,WTTC Percent Change
65,2021,gapfilled,WTTC Percent Change
67,2019,NA,NA
67,2020,gapfilled,WTTC Percent Change
67,2021,gapfilled,WTTC Percent Change
73,2019,NA,NA
73,2020,gapfilled,WTTC Percent Change
73,2021,gapfilled,WTTC Percent Change
75,2019,NA,NA
75,2020,gapfilled,WTTC Percent Change
75,2021,gapfilled,WTTC Percent Change
77,2019,NA,NA
77,2020,gapfilled,WTTC Percent Change
77,2021,gapfilled,WTTC Percent Change
84,2019,NA,NA
84,2020,gapfilled,WTTC Percent Change
84,2021,gapfilled,WTTC Percent Change
85,2019,gapfilled,UN georegion (r2)
85,2020,gapfilled,UN georegion (r2)
85,2021,gapfilled,UN georegion (r2)
86,2019,gapfilled,UN georegion (r2)
86,2020,gapfilled,UN georegion (r2)
86,2021,gapfilled,UN georegion (r2)
88,2019,gapfilled,UN georegion (r2)
88,2020,gapfilled,UN georegion (r2)
88,2021,gapfilled,UN georegion (r2)
89,2019,NA,NA
89,2020,NA,NA
89,2021,NA,NA
90,2019,NA,NA
90,2020,NA,NA
90,2021,NA,NA
91,2019,NA,NA
91,2020,NA,NA
91,2021,NA,NA
92,2019,NA,NA
92,2020,NA,NA
92,2021,NA,NA
93,2019,NA,NA
93,2020,NA,NA
93,2021,NA,NA
94,2019,NA,NA
94,2020,NA,NA
94,2021,NA,NA
95,2019,gapfilled,UN georegion (r2)
95,2020,gapfilled,UN georegion (r2)
95,2021,gapfilled,UN georegion (r2)
97,2019,gapfilled,UN georegion (r2)
97,2020,gapfilled,UN georegion (r2)
97,2021,gapfilled,UN georegion (r2)
98,2019,NA,NA
98,2020,gapfilled,WTTC Percent Change
98,2021,gapfilled,WTTC Percent Change
100,2019,NA,NA
100,2020,gapfilled,WTTC Percent Change
100,2021,gapfilled,WTTC Percent Change
103,2019,NA,NA
103,2020,gapfilled,WTTC Percent Change
103,2021,gapfilled,WTTC Percent Change
104,2019,gapfilled,UN georegion (r2)
104,2020,gapfilled,UN georegion (r2)
104,2021,gapfilled,UN georegion (r2)
105,2019,NA,NA
105,2020,NA,NA
105,2021,NA,NA
107,2019,NA,NA
107,2020,NA,NA
107,2021,NA,NA
108,2019,NA,NA
108,2020,gapfilled,WTTC Percent Change
108,2021,gapfilled,WTTC Percent Change
110,2019,NA,NA
110,2020,gapfilled,WTTC Percent Change
110,2021,gapfilled,WTTC Percent Change
111,2019,gapfilled,UN georegion (r2)
111,2020,gapfilled,UN georegion (r2)
111,2021,gapfilled,UN georegion (r2)
112,2019,NA,NA
112,2020,gapfilled,WTTC Percent Change
112,2021,gapfilled,WTTC Percent Change
113,2019,NA,NA
113,2020,gapfilled,WTTC Percent Change
113,2021,gapfilled,WTTC Percent Change
114,2019,NA,NA
114,2020,gapfilled,WTTC Percent Change
114,2021,gapfilled,WTTC Percent Change
116,2019,NA,NA
116,2019,NA,NA
116,2020,gapfilled,WTTC Percent Change
116,2020,gapfilled,WTTC Percent Change
116,2021,gapfilled,WTTC Percent Change
116,2021,gapfilled,WTTC Percent Change
116,2019,NA,NA
116,2019,NA,NA
116,2020,gapfilled,WTTC Percent Change
116,2020,gapfilled,WTTC Percent Change
116,2021,gapfilled,WTTC Percent Change
116,2021,gapfilled,WTTC Percent Change
117,2019,NA,NA
117,2020,gapfilled,WTTC Percent Change
117,2021,gapfilled,WTTC Percent Change
118,2019,NA,NA
118,2020,gapfilled,WTTC Percent Change
118,2021,gapfilled,WTTC Percent Change
119,2019,NA,NA
119,2020,gapfilled,WTTC Percent Change
119,2021,gapfilled,WTTC Percent Change
120,2019,NA,NA
120,2020,gapfilled,WTTC Percent Change
120,2021,gapfilled,WTTC Percent Change
121,2019,gapfilled,UN georegion (r2)
121,2020,gapfilled,UN georegion (r2)
121,2021,gapfilled,UN georegion (r2)
122,2019,NA,NA
122,2020,gapfilled,WTTC Percent Change
122,2021,gapfilled,WTTC Percent Change
123,2019,NA,NA
123,2020,gapfilled,WTTC Percent Change
123,2021,gapfilled,WTTC Percent Change
124,2019,NA,NA
124,2020,gapfilled,WTTC Percent Change
124,2021,gapfilled,WTTC Percent Change
125,2019,NA,NA
125,2020,gapfilled,WTTC Percent Change
125,2021,gapfilled,WTTC Percent Change
127,2019,NA,NA
127,2020,gapfilled,WTTC Percent Change
127,2021,gapfilled,WTTC Percent Change
140,2019,NA,NA
140,2019,NA,NA
140,2020,gapfilled,WTTC Percent Change
140,2020,gapfilled,WTTC Percent Change
140,2021,gapfilled,WTTC Percent Change
140,2021,gapfilled,WTTC Percent Change
140,2019,NA,NA
140,2019,NA,NA
140,2020,gapfilled,WTTC Percent Change
140,2020,gapfilled,WTTC Percent Change
140,2021,gapfilled,WTTC Percent Change
140,2021,gapfilled,WTTC Percent Change
141,2019,gapfilled,UN georegion (r2)
141,2020,gapfilled,UN georegion (r2)
141,2021,gapfilled,UN georegion (r2)
144,2019,NA,NA
144,2020,NA,NA
144,2021,NA,NA
145,2019,gapfilled,UN georegion (r2)
145,2020,gapfilled,UN georegion (r2)
145,2021,gapfilled,UN georegion (r2)
146,2019,gapfilled,UN georegion (r2)
146,2020,gapfilled,UN georegion (r2)
146,2021,gapfilled,UN georegion (r2)
147,2019,gapfilled,UN georegion (r2)
147,2020,gapfilled,UN georegion (r2)
147,2021,gapfilled,UN georegion (r2)
148,2019,gapfilled,UN georegion (r2)
148,2020,gapfilled,UN georegion (r2)
148,2021,gapfilled,UN georegion (r2)
149,2019,NA,NA
149,2020,NA,NA
149,2021,NA,NA
150,2019,NA,NA
150,2020,NA,NA
150,2021,NA,NA
151,2019,gapfilled,UN georegion (r2)
151,2020,gapfilled,UN georegion (r2)
151,2021,gapfilled,UN georegion (r2)
152,2019,gapfilled,UN georegion (r2)
152,2020,gapfilled,UN georegion (r2)
152,2021,gapfilled,UN georegion (r2)
153,2019,gapfilled,UN georegion (r2)
153,2020,gapfilled,UN georegion (r2)
153,2021,gapfilled,UN georegion (r2)
154,2019,gapfilled,UN georegion (r2)
154,2020,gapfilled,UN georegion (r2)
154,2021,gapfilled,UN georegion (r2)
155,2019,NA,NA
155,2020,gapfilled,WTTC Percent Change
155,2021,gapfilled,WTTC Percent Change
156,2019,gapfilled,UN georegion (r2)
156,2020,gapfilled,UN georegion (r2)
156,2021,gapfilled,UN georegion (r2)
157,2019,gapfilled,UN georegion (r2)
157,2020,gapfilled,UN georegion (r2)
157,2021,gapfilled,UN georegion (r2)
158,2019,NA,NA
158,2020,NA,NA
158,2021,NA,NA
159,2019,NA,NA
159,2020,NA,NA
159,2021,NA,NA
161,2019,gapfilled,UN georegion (r2)
161,2020,gapfilled,UN georegion (r2)
161,2021,gapfilled,UN georegion (r2)
164,2019,NA,NA
164,2020,gapfilled,WTTC Percent Change
164,2021,gapfilled,WTTC Percent Change
166,2019,NA,NA
166,2020,gapfilled,WTTC Percent Change
166,2021,gapfilled,WTTC Percent Change
167,2019,NA,NA
167,2020,gapfilled,WTTC Percent Change
167,2021,gapfilled,WTTC Percent Change
168,2019,NA,NA
168,2020,gapfilled,WTTC Percent Change
168,2021,gapfilled,WTTC Percent Change
169,2019,gapfilled,UN georegion (r2)
169,2020,gapfilled,UN georegion (r2)
169,2021,gapfilled,UN georegion (r2)
185,2019,gapfilled,UN georegion (r2)
185,2020,gapfilled,UN georegion (r2)
185,2021,gapfilled,UN georegion (r2)
191,2019,NA,NA
191,2020,gapfilled,WTTC Percent Change
191,2021,gapfilled,WTTC Percent Change
192,2019,NA,NA
192,2020,gapfilled,WTTC Percent Change
192,2021,gapfilled,WTTC Percent Change
193,2019,gapfilled,UN georegion (r2)
193,2020,gapfilled,UN georegion (r2)
193,2021,gapfilled,UN georegion (r2)
194,2019,NA,NA
194,2020,gapfilled,WTTC Percent Change
194,2021,gapfilled,WTTC Percent Change
195,2019,NA,NA
195,2020,gapfilled,UN georegion (r2)
195,2021,gapfilled,UN georegion (r2)
198,2019,NA,NA
198,2020,gapfilled,WTTC Percent Change
198,2021,gapfilled,WTTC Percent Change
199,2019,NA,NA
199,2020,gapfilled,WTTC Percent Change
199,2021,gapfilled,WTTC Percent Change
205,2019,NA,NA
205,2020,gapfilled,WTTC Percent Change
205,2021,gapfilled,WTTC Percent Change
212,2019,NA,NA
212,2020,gapfilled,WTTC Percent Change
212,2021,gapfilled,WTTC Percent Change
219,2019,gapfilled,UN georegion (r2)
219,2020,gapfilled,UN georegion (r2)
219,2021,gapfilled,UN georegion (r2)
220,2019,NA,NA
220,2020,gapfilled,UN georegion (r2)
220,2021,gapfilled,UN georegion (r2)
221,2019,gapfilled,UN georegion (r2)
221,2020,gapfilled,UN georegion (r2)
221,2021,gapfilled,UN georegion (r2)
223,2019,NA,NA
223,2020,gapfilled,WTTC Percent Change
223,2021,gapfilled,WTTC Percent Change
227,2019,gapfilled,UN georegion (r2)
227,2020,gapfilled,UN georegion (r2)
227,2021,gapfilled,UN georegion (r2)
228,2019,gapfilled,UN georegion (r2)
228,2020,gapfilled,UN georegion (r2)
228,2021,gapfilled,UN georegion (r2)
231,2019,gapfilled,UN georegion (r2)
231,2020,gapfilled,UN georegion (r2)
231,2021,gapfilled,UN georegion (r2)
237,2019,gapfilled,UN georegion (r2)
237,2020,gapfilled,UN georegion (r2)
237,2021,gapfilled,UN georegion (r2)
244,2019,NA,NA
244,2020,gapfilled,WTTC Percent Change
244,2021,gapfilled,WTTC Percent Change
245,2019,NA,NA
245,2020,gapfilled,UN georegion (r2)
245,2021,gapfilled,UN georegion (r2)
247,2019,NA,NA
247,2020,gapfilled,WTTC Percent Change
247,2021,gapfilled,WTTC Percent Change
248,2019,NA,NA
248,2020,gapfilled,UN georegion (r2)
248,2021,gapfilled,UN georegion (r2)
249,2019,NA,NA
249,2020,gapfilled,UN georegion (r2)
249,2021,gapfilled,UN georegion (r2)
250,2019,NA,NA
250,2020,gapfilled,WTTC Percent Change
250,2021,gapfilled,WTTC Percent Change
