"rgn_id","year","species","sust_coeff"
16,2021,"Brown tiger prawn",0.68
16,2021,"Cupped oysters nei",0.67
16,2021,"Eastern school shrimp",0.68
16,2021,"Finfishes nei",0.58
16,2021,"Flat and cupped oysters nei",0.67
16,2021,"Giant tiger prawn",0.68
16,2021,"Kuruma prawn",0.68
16,2021,"Marine fishes nei",0.58
16,2021,"Pacific cupped oyster",0.67
16,2021,"Penaeus shrimps nei",0.68
16,2021,"Rainbow trout",0.68
16,2021,"Southern bluefin tuna",0.5
17,2021,"Elkhorn sea moss",0.79
17,2021,"Giant tiger prawn",0.68
17,2021,"Indo-Pacific swamp crab",0.61
17,2021,"Milkfish",0.58
17,2021,"Pearl oyster shells nei",0.68
18,2021,"Eucheuma seaweeds nei",0.79
18,2021,"Giant tiger prawn",0.68
18,2021,"Indo-Pacific swamp crab",0.61
18,2021,"Pearl oyster shells nei",0.68
19,2021,"Milkfish",0.58
20,2021,"[Capsosiphon fulvescens]",0.79
20,2021,"Abalones nei",0.68
20,2021,"Aquatic invertebrates nei",0.61
20,2021,"Bastard halibut",0.58
20,2021,"Blackhead seabream",0.53
20,2021,"Blood cockle",0.7
20,2021,"Dotted gizzard shad",0.58
20,2021,"Filefishes, leatherjackets nei",0.58
20,2021,"Fleshy prawn",0.68
20,2021,"Fragile codium",0.79
20,2021,"Fusiform sargassum",0.79
20,2021,"Globose clam",0.7
20,2021,"Green laver",0.79
20,2021,"groupers nei",0.58
20,2021,"Horned turban",0.68
20,2021,"Inflated ark",0.7
20,2021,"Jack and horse mackerels nei",0.32
20,2021,"Japanese carpet shell",0.7
20,2021,"Japanese hard clam",0.7
20,2021,"Japanese kelp",0.79
20,2021,"Japanese seabream",0.53
20,2021,"Korean mussel",0.67
20,2021,"Korean rockfish",0.58
20,2021,"Kuruma prawn",0.68
20,2021,"Laver (Nori)",0.79
20,2021,"Marine crustaceans nei",0.61
20,2021,"Marine fishes nei",0.58
20,2021,"Marine molluscs nei",0.68
20,2021,"Mi-iuy (brown) croaker",0.46
20,2021,"Mullets nei",0.58
20,2021,"Okhotsk atka mackerel",0.58
20,2021,"Pacific chub mackerel",0.23
20,2021,"Pacific cupped oyster",0.67
20,2021,"Porgies, seabreams nei",0.53
20,2021,"Pufferfishes nei",0.58
20,2021,"Righteye flounders nei",0.68
20,2021,"Scorpionfishes, redfishes nei",0.58
20,2021,"Sea squirts nei",0.61
20,2021,"Seabasses nei",0.58
20,2021,"Wakame",0.79
20,2021,"Whiteleg shrimp",0.68
20,2021,"Yesso scallop",0.67
21,2021,"Atlantic salmon",0.68
21,2021,"Clams, etc. nei",0.7
21,2021,"Gelidium seaweeds",0.79
21,2021,"Gracilaria seaweeds",0.79
21,2021,"Japanese kelp",0.79
21,2021,"Japanese sea cucumber",0.61
21,2021,"Laver (Nori)",0.79
21,2021,"Marine fishes nei",0.58
21,2021,"Tiger pufferfish",0.58
21,2021,"Wakame",0.79
21,2021,"Yesso scallop",0.67
24,2021,"Barramundi(=Giant seaperch)",0.68
24,2021,"Blood cockle",0.7
24,2021,"Eucheuma seaweeds nei",0.79
24,2021,"Green mussel",0.67
24,2021,"Groupers nei",0.58
24,2021,"Indo-Pacific swamp crab",0.61
24,2021,"Marine fishes nei",0.58
24,2021,"Marine molluscs nei",0.68
24,2021,"Penaeus shrimps nei",0.55
24,2021,"Snappers nei",0.58
25,2021,"Abalones nei",0.68
25,2021,"Banana prawn",0.58
25,2021,"Barramundi(=Giant seaperch)",0.68
25,2021,"Blood cockle",0.7
25,2021,"Cupped oysters nei",0.67
25,2021,"Fourfinger threadfin",0.58
25,2021,"Giant tiger prawn",0.68
25,2021,"Green mussel",0.67
25,2021,"Groupers nei",0.58
25,2021,"Indo-Pacific swamp crab",0.61
25,2021,"Marine fishes nei",0.58
25,2021,"Metapenaeus shrimps nei",0.58
25,2021,"Penaeus shrimps nei",0.58
25,2021,"Sea mussels nei",0.67
25,2021,"Squaretail mullet",0.58
25,2021,"Whiteleg shrimp",0.35
29,2021,"Cobia",0.68
29,2021,"Red drum",0.46
31,2021,"Giant tiger prawn",0.68
32,2021,"Drums nei",0.46
32,2021,"Marine fishes nei",0.58
32,2021,"Pargo breams nei",0.53
37,2021,"European seabass",0.68
37,2021,"Giant tiger prawn",0.68
37,2021,"Goldlined seabream",0.53
37,2021,"Hooded oyster",0.67
37,2021,"Indo-Pacific swamp crab",0.61
37,2021,"Marine fishes nei",0.58
37,2021,"Metapenaeus shrimps nei",0.58
37,2021,"Red drum",0.46
40,2021,"Barramundi(=Giant seaperch)",0.68
40,2021,"Elkhorn sea moss",0.79
40,2021,"Giant tiger prawn",0.68
40,2021,"Indian backwater oyster",0.67
40,2021,"Indo-Pacific swamp crab",0.61
40,2021,"Milkfish",0.58
40,2021,"Tropical spiny lobsters nei",0.61
41,2021,"Elkhorn sea moss",0.79
41,2021,"Giant tiger prawn",0.68
41,2021,"Indian white prawn",0.68
41,2021,"Japanese meagre",0.46
42,2021,"Eucheuma seaweeds nei",0.79
42,2021,"Giant tiger prawn",0.68
42,2021,"Indo-Pacific swamp crab",0.61
42,2021,"Sea cucumbers nei",0.61
43,2021,"Milkfish",0.58
43,2021,"Penaeus shrimps nei",0.68
43,2021,"Spiny eucheuma",0.79
45,2021,"Penaeus shrimps nei",0.68
47,2021,"Indian white prawn",0.68
48,2021,"Gilthead seabream",0.68
48,2021,"Indian white prawn",0.68
48,2021,"Yellowfin tuna",0.44
50,2021,"Barramundi(=Giant seaperch)",0.68
50,2021,"Flathead grey mullet",0.58
50,2021,"Giant tiger prawn",0.68
50,2021,"Gilthead seabream",0.68
50,2021,"Groupers nei",0.58
50,2021,"Indian white prawn",0.68
50,2021,"Metapenaeus shrimps nei",0.58
50,2021,"Sobaity seabream",0.68
50,2021,"Whiteleg shrimp",0.68
51,2021,"Gilthead seabream",0.68
51,2021,"Goldsilk seabream",0.68
51,2021,"Groupers nei",0.58
51,2021,"Marine fishes nei",0.58
51,2021,"Sobaity seabream",0.68
52,2021,"Gilthead seabream",0.68
52,2021,"Groupers nei",0.58
52,2021,"Sobaity seabream",0.68
52,2021,"White-spotted spinefoot",0.58
53,2021,"Penaeus shrimps nei",0.45
54,2021,"European seabass",0.68
54,2021,"Gilthead seabream",0.68
54,2021,"Groupers nei",0.58
54,2021,"Indian white prawn",0.68
54,2021,"Sobaity seabream",0.68
54,2021,"White-spotted spinefoot",0.58
61,2021,"Atlantic bluefin tuna",0.44
61,2021,"Carpet shells nei",0.7
61,2021,"European eel",0.53
61,2021,"European seabass",0.68
61,2021,"Flathead grey mullet",0.58
61,2021,"Gilthead seabream",0.68
61,2021,"Meagre",0.68
61,2021,"Mediterranean mussel",0.67
61,2021,"Pacific cupped oyster",0.67
61,2021,"Thinlip grey mullet",0.58
62,2021,"Clams, etc. nei",0.7
62,2021,"European eel",0.53
62,2021,"European flat oyster",0.67
62,2021,"European seabass",0.68
62,2021,"Gilthead seabream",0.68
62,2021,"Marine fishes nei",0.58
62,2021,"Mediterranean mussel",0.67
62,2021,"Pacific cupped oyster",0.67
62,2021,"Penaeus shrimps nei",0.68
62,2021,"Slender wart weed",0.79
62,2021,"Yesso scallop",0.67
65,2021,"Gasar cupped oyster",0.67
66,2021,"Blue mussel",0.67
66,2021,"Cupped oysters nei",0.67
66,2021,"Gasar cupped oyster",0.67
66,2021,"Pacific cupped oyster",0.67
67,2021,"European seabass",0.68
67,2021,"Gilthead seabream",0.68
68,2021,"Atlantic bluefin tuna",0.44
68,2021,"European seabass",0.44
68,2021,"Gilthead seabream",0.44
68,2021,"Marine fishes nei",0.58
70,2021,"Rainbow trout",0.68
71,2021,"Mediterranean mussel",0.67
72,2021,"Mediterranean mussel",0.67
73,2021,"Aquatic invertebrates nei",0.61
73,2021,"Atlantic salmon",0.68
73,2021,"Brown seaweeds",0.79
73,2021,"Cupped oysters nei",0.67
73,2021,"Flatfishes nei",0.58
73,2021,"Japanese sea cucumber",0.61
73,2021,"Mediterranean mussel",0.67
73,2021,"Mullets nei",0.58
73,2021,"Salmonoids nei",0.68
73,2021,"Sea mussels nei",0.67
73,2021,"Sea trout",0.46
73,2021,"Sea urchins nei",0.61
73,2021,"Yesso scallop",0.67
74,2021,"Rainbow trout",0.68
75,2021,"Baltic prawn",0.59
75,2021,"European flounder",0.68
75,2021,"Gobies nei",0.58
75,2021,"Mediterranean mussel",0.67
75,2021,"Mullets nei",0.58
75,2021,"So-iuy mullet",0.58
76,2021,"Atlantic bluefin tuna",0.44
76,2021,"Atlantic salmon",0.68
76,2021,"Common dentex",0.41
76,2021,"Common two-banded seabream",0.41
76,2021,"European seabass",0.41
76,2021,"Gilthead seabream",0.41
76,2021,"Marine fishes nei",0.58
76,2021,"Meagre",0.4
76,2021,"Mediterranean mussel",0.67
76,2021,"Natantian decapods nei",0.61
76,2021,"Pink dentex",0.41
76,2021,"Rainbow trout",0.68
76,2021,"Red porgy",0.41
76,2021,"Shi drum",0.4
76,2021,"Trouts nei",0.4
78,2021,"Whiteleg shrimp",0.68
79,2021,"Barramundi(=Giant seaperch)",0.68
79,2021,"European seabass",0.68
79,2021,"Gilthead seabream",0.68
79,2021,"Marine fishes nei",0.58
79,2021,"Red drum",0.42
79,2021,"Seabasses nei",0.68
80,2021,"Atlantic bluefin tuna",0.44
80,2021,"Clams, etc. nei",0.7
80,2021,"Common pandora",0.44
80,2021,"Common sole",0.68
80,2021,"European eel",0.53
80,2021,"European flat oyster",0.67
80,2021,"European seabass",0.44
80,2021,"Flathead grey mullet",0.58
80,2021,"Gilthead seabream",0.44
80,2021,"Kuruma prawn",0.68
80,2021,"Marine fishes nei",0.58
80,2021,"Marine molluscs nei",0.68
80,2021,"Meagre",0.43
80,2021,"Mediterranean mussel",0.67
80,2021,"Mediterranean shore crab",0.61
80,2021,"Red porgy",0.44
80,2021,"Sciaenas nei",0.43
80,2021,"Sharpsnout seabream",0.44
80,2021,"Shi drum",0.43
80,2021,"White seabream",0.44
81,2021,"Atlantic bluefin tuna",0.44
81,2021,"European seabass",0.44
81,2021,"Gilthead seabream",0.44
81,2021,"Indian white prawn",0.68
81,2021,"Marbled spinefoot",0.58
81,2021,"Meagre",0.43
81,2021,"Red porgy",0.44
81,2021,"Sharpsnout seabream",0.44
82,2021,"European seabass",0.68
82,2021,"Gilthead seabream",0.68
82,2021,"Kuruma prawn",0.68
82,2021,"Mediterranean mussel",0.67
84,2021,"Caramote prawn",0.68
84,2021,"Common sole",0.68
84,2021,"European eel",0.53
84,2021,"European seabass",0.68
84,2021,"Gilthead seabream",0.68
84,2021,"Grooved carpet shell",0.7
84,2021,"Meagre",0.68
84,2021,"Mediterranean mussel",0.67
84,2021,"Mullets nei",0.58
84,2021,"Pacific cupped oyster",0.67
84,2021,"Penaeus shrimps nei",0.68
95,2021,"Blue mussel",0.67
95,2021,"Pacific cupped oyster",0.67
101,2021,"Blue mussel",0.67
101,2021,"European flat oyster",0.67
101,2021,"Gracilaria seaweeds",0.79
101,2021,"Mediterranean mussel",0.67
101,2021,"Pacific cupped oyster",0.67
101,2021,"Perlemoen abalone",0.68
102,2021,"Giant tiger prawn",0.68
102,2021,"Gracilaria seaweeds",0.79
102,2021,"Indian white prawn",0.68
102,2021,"Japanese meagre",0.46
102,2021,"Kuruma prawn",0.68
102,2021,"Mediterranean mussel",0.67
102,2021,"Mullets nei",0.58
102,2021,"Pacific cupped oyster",0.67
102,2021,"Perlemoen abalone",0.68
102,2021,"Red bait",0.61
102,2021,"Sea lettuces nei",0.79
102,2021,"Sea mussels nei",0.67
102,2021,"Smooth mactra",0.68
102,2021,"Turbot",0.68
106,2021,"Giant tiger prawn",0.68
110,2021,"Caribbean spiny lobster",0.61
110,2021,"Cobia",0.68
110,2021,"Whiteleg shrimp",0.68
111,2021,"Queen conch",0.68
112,2021,"Cupped oysters nei",0.67
112,2021,"Southern white shrimp",0.68
112,2021,"Tropical spiny lobsters nei",0.61
112,2021,"Whiteleg shrimp",0.68
115,2021,"Cobia",0.68
115,2021,"European seabass",0.68
115,2021,"Florida pompano",0.68
115,2021,"Gilthead seabream",0.68
115,2021,"Mullets nei",0.58
115,2021,"Penaeus shrimps nei",0.68
115,2021,"Whiteleg shrimp",0.68
116,2021,"Cobia",0.68
116,2021,"Penaeus shrimps nei",0.51
117,2021,"Caribbean spiny lobster",0.61
122,2021,"Eucheuma seaweeds nei",0.79
122,2021,"Gracilaria seaweeds",0.79
125,2021,"Eucheuma seaweeds nei",0.79
127,2021,"Eucheuma seaweeds nei",0.79
129,2021,"Blue shrimp",0.68
129,2021,"Cobia",0.53
129,2021,"Florida pompano",0.68
129,2021,"Whiteleg shrimp",0.68
130,2021,"Pacific cupped oyster",0.67
130,2021,"Snappers nei",0.58
130,2021,"Whiteleg shrimp",0.68
131,2021,"Blue shrimp",0.22
131,2021,"Whiteleg shrimp",0.22
132,2021,"Cobia",0.68
132,2021,"Whiteleg shrimp",0.68
133,2021,"Whiteleg shrimp",0.5
134,2021,"Blood cockle",0.7
134,2021,"Blue shrimp",0.68
134,2021,"Clams, etc. nei",0.7
134,2021,"Cupped oysters nei",0.67
134,2021,"Marine fishes nei",0.58
134,2021,"Whiteleg shrimp",0.68
135,2021,"Abalones nei",0.68
135,2021,"Bastard halibuts nei",0.58
135,2021,"Brown seaweeds",0.79
135,2021,"Clams, etc. nei",0.7
135,2021,"Cortez oyster",0.67
135,2021,"Crevalle jack",0.68
135,2021,"Cupped oysters nei",0.67
135,2021,"Jacks, crevalles nei",0.68
135,2021,"Marine fishes nei",0.58
135,2021,"Pacific bluefin tuna",0.29
135,2021,"Pacific calico scallop",0.67
135,2021,"Pacific cupped oyster",0.67
135,2021,"Red abalone",0.68
135,2021,"Red drum",0.46
135,2021,"Sea mussels nei",0.67
135,2021,"Snappers nei",0.58
135,2021,"Whiteleg shrimp",0.26
135,2021,"Yellowfin tuna",0.29
136,2021,"Penaeus shrimps nei",0.68
136,2021,"Sea mussels nei",0.67
136,2021,"Whiteleg shrimp",0.68
137,2021,"Blue shrimp",0.4
137,2021,"Elkhorn sea moss",0.79
137,2021,"Pacific cupped oyster",0.67
137,2021,"Red drum",0.46
137,2021,"Whiteleg shrimp",0.4
138,2021,"False abalone",0.68
138,2021,"Flatfishes nei",0.58
138,2021,"Giant kelp",0.79
138,2021,"Gracilaria seaweeds",0.79
138,2021,"Pacific cupped oyster",0.67
138,2021,"Scallops nei",0.67
138,2021,"Whiteleg shrimp",0.68
139,2021,"Elkhorn sea moss",0.79
139,2021,"South American rock mussel",0.67
139,2021,"Whiteleg shrimp",0.68
140,2021,"Cobia",0.68
140,2021,"Red drum",0.46
141,2021,"Atlantic salmon",0.38
141,2021,"Babberlocks",0.79
141,2021,"Rainbow trout",0.68
141,2021,"Sea belt",0.79
143,2021,"Abalones nei",0.68
143,2021,"Arctic char",0.68
143,2021,"Atlantic cod",0.68
143,2021,"Atlantic halibut",0.68
143,2021,"Atlantic salmon",0.68
143,2021,"Blue mussel",0.67
143,2021,"European seabass",0.68
143,2021,"Haddock",0.58
143,2021,"Rainbow trout",0.68
143,2021,"Senegalese sole",0.68
143,2021,"Turbot",0.68
147,2021,"Barramundi(=Giant seaperch)",0.68
147,2021,"Blacklip pearl oyster",0.68
147,2021,"Blue shrimp",0.59
147,2021,"Marine fishes nei",0.58
147,2021,"Pearl oyster shells nei",0.68
147,2021,"Sea mussels nei",0.67
147,2021,"Sixfinger threadfin",0.58
153,2021,"Clams, etc. nei",0.7
153,2021,"Pacific asaphis",0.7
153,2021,"Rough turban",0.68
155,2021,"[Cladosiphon okamuranus]",0.79
155,2021,"Elkhorn sea moss",0.79
155,2021,"Elongate giant clam",0.7
155,2021,"Fluted giant clam",0.7
155,2021,"Giant clam",0.7
155,2021,"Milkfish",0.58
155,2021,"Smooth giant clam",0.7
162,2021,"Chinook(=Spring=King) salmon",0.73
162,2021,"New Zealand mussel",0.67
162,2021,"Pacific cupped oyster",0.67
162,2021,"Rainbow abalone",0.68
163,2021,"Abalones nei",0.68
163,2021,"Atlantic salmon",0.48
163,2021,"Blue crab",0.61
163,2021,"Blue mussel",0.67
163,2021,"Brown seaweeds",0.79
163,2021,"Butter clam",0.7
163,2021,"Chinook(=Spring=King) salmon",0.68
163,2021,"Clams, etc. nei",0.7
163,2021,"Cockles nei",0.7
163,2021,"Coho(=Silver) salmon",0.68
163,2021,"Cupped oysters nei",0.67
163,2021,"European flat oyster",0.67
163,2021,"Flat oysters nei",0.67
163,2021,"Japanese carpet shell",0.7
163,2021,"Longfin yellowtail",0.68
163,2021,"Marine fishes nei",0.58
163,2021,"Northern quahog(=Hard clam)",0.7
163,2021,"Olympia oyster",0.67
163,2021,"Pacific cupped oyster",0.67
163,2021,"Pacific geoduck",0.63
163,2021,"Pacific horse clam",0.68
163,2021,"Pacific littleneck clam",0.7
163,2021,"Rainbow trout",0.67
163,2021,"Red drum",0.67
163,2021,"Sand gaper",0.68
163,2021,"Seaweeds nei",0.79
163,2021,"Whiteleg shrimp",0.7
164,2021,"Cobia",0.68
164,2021,"Eucheuma seaweeds nei",0.79
164,2021,"Whiteleg shrimp",0.68
166,2021,"Cupped oysters nei",0.67
166,2021,"Whiteleg shrimp",0.68
167,2021,"Flathead grey mullet",0.58
167,2021,"Lebranche mullet",0.58
167,2021,"Penaeus shrimps nei",0.62
167,2021,"Whitemouth croaker",0.46
168,2021,"Whiteleg shrimp",0.68
171,2021,"Cupped oysters nei",0.67
171,2021,"Elkhorn sea moss",0.79
171,2021,"Gracilaria seaweeds",0.79
171,2021,"Groupers nei",0.58
171,2021,"Marine fishes nei",0.58
171,2021,"Marine molluscs nei",0.68
171,2021,"Mullets nei",0.58
171,2021,"Pacific lion's paw",0.67
171,2021,"Scallops nei",0.67
171,2021,"Snooks(=Robalos) nei",0.58
171,2021,"South American rock mussel",0.67
171,2021,"Whiteleg shrimp",0.68
172,2021,"Blue mussel",0.67
172,2021,"Pacific cupped oyster",0.67
172,2021,"Rainbow trout",0.68
173,2021,"Penaeus shrimps nei",0.62
174,2021,"Atlantic salmon",0.68
174,2021,"European whitefish",0.68
174,2021,"Rainbow trout",0.68
174,2021,"Sea trout",0.46
175,2021,"Blue mussel",0.67
175,2021,"Brown seaweeds",0.79
175,2021,"Clams, etc. nei",0.7
175,2021,"European eel",0.53
175,2021,"Rainbow trout",0.68
175,2021,"Sea trout",0.46
175,2021,"Turbot",0.68
176,2021,"Blue mussel",0.67
176,2021,"European seabass",0.68
176,2021,"Pacific cupped oyster",0.67
176,2021,"Rainbow trout",0.68
176,2021,"Turbot",0.68
177,2021,"Aquatic invertebrates nei",0.61
177,2021,"Blue mussel",0.67
177,2021,"Cupped oysters nei",0.67
177,2021,"European flat oyster",0.67
177,2021,"Soles nei",0.58
177,2021,"Turbot",0.68
177,2021,"Yellowtail amberjack",0.68
179,2021,"Atlantic salmon",0.68
179,2021,"Blue mussel",0.67
179,2021,"Brown seaweeds",0.79
179,2021,"Clams, etc. nei",0.7
179,2021,"Coho(=Silver) salmon",0.68
179,2021,"Common edible cockle",0.7
179,2021,"European eel",0.53
179,2021,"European flat oyster",0.67
179,2021,"European seabass",0.44
179,2021,"Finfishes nei",0.58
179,2021,"Gilthead seabream",0.44
179,2021,"Great Atlantic scallop",0.67
179,2021,"Grooved carpet shell",0.7
179,2021,"Harpoon seaweeds",0.79
179,2021,"Japanese carpet shell",0.7
179,2021,"Kuruma prawn",0.59
179,2021,"Marine fishes nei",0.58
179,2021,"Marine molluscs nei",0.68
179,2021,"Meagre",0.43
179,2021,"Mediterranean mussel",0.67
179,2021,"Pacific cupped oyster",0.67
179,2021,"Periwinkles nei",0.68
179,2021,"Rainbow trout",0.68
179,2021,"Sea trout",0.43
179,2021,"Seaweeds nei",0.79
179,2021,"Tuberculate abalone",0.68
179,2021,"Turbot",0.68
179,2021,"Wakame nei",0.79
179,2021,"White seabream",0.44
180,2021,"Atlantic cod",0.68
180,2021,"Atlantic halibut",0.68
180,2021,"Atlantic salmon",0.31
180,2021,"Blue mussel",0.67
180,2021,"Common edible cockle",0.7
180,2021,"Cupped oysters nei",0.67
180,2021,"European flat oyster",0.67
180,2021,"European seabass",0.68
180,2021,"Great Atlantic scallop",0.67
180,2021,"Grooved carpet shell",0.7
180,2021,"Japanese carpet shell",0.7
180,2021,"Northern quahog(=Hard clam)",0.7
180,2021,"Pacific cupped oyster",0.67
180,2021,"Queen scallop",0.67
180,2021,"Rainbow trout",0.68
180,2021,"Sea mussels nei",0.67
180,2021,"Sea trout",0.46
180,2021,"Turbot",0.68
181,2021,"Abalones nei",0.68
181,2021,"Aquatic invertebrates nei",0.61
181,2021,"Atlantic salmon",0.68
181,2021,"Babberlocks",0.79
181,2021,"Blue mussel",0.67
181,2021,"European flat oyster",0.67
181,2021,"Great Atlantic scallop",0.67
181,2021,"Japanese carpet shell",0.7
181,2021,"Pacific cupped oyster",0.67
181,2021,"Rainbow trout",0.68
181,2021,"Sea urchins nei",0.61
181,2021,"Turbot",0.68
182,2021,"Aquatic invertebrates nei",0.61
182,2021,"Atlantic bluefin tuna",0.44
182,2021,"Atlantic ditch shrimp",0.59
182,2021,"Atlantic salmon",0.68
182,2021,"Banded carpet shell",0.7
182,2021,"Blackspot(=red) seabream",0.44
182,2021,"Caramote prawn",0.68
182,2021,"Clams, etc. nei",0.7
182,2021,"Common edible cockle",0.7
182,2021,"Common prawn",0.59
182,2021,"Common sole",0.68
182,2021,"Corrugated venus",0.7
182,2021,"Cupped oysters nei",0.67
182,2021,"European eel",0.53
182,2021,"European flat oyster",0.67
182,2021,"European seabass",0.44
182,2021,"Gastropods nei",0.68
182,2021,"Gilthead seabream",0.44
182,2021,"Gracilaria seaweeds",0.79
182,2021,"Great Atlantic scallop",0.67
182,2021,"Greater amberjack",0.68
182,2021,"Green crab",0.61
182,2021,"Grooved carpet shell",0.7
182,2021,"Groundfishes nei",0.58
182,2021,"Japanese abalone",0.68
182,2021,"Japanese carpet shell",0.7
182,2021,"Kuruma prawn",0.68
182,2021,"Marine fishes nei",0.58
182,2021,"Marine molluscs nei",0.68
182,2021,"Meagre",0.43
182,2021,"Mullets nei",0.58
182,2021,"Octopuses nei",0.61
182,2021,"Pacific cupped oyster",0.67
182,2021,"Palaemonid shrimps nei",0.59
182,2021,"Pod razor shell",0.68
182,2021,"Pollack",0.68
182,2021,"Queen scallop",0.67
182,2021,"Sea belt",0.79
182,2021,"Sea mussels nei",0.67
182,2021,"Seabasses nei",0.58
182,2021,"Seabasses nei",0.44
182,2021,"Seaweeds nei",0.79
182,2021,"Senegalese sole",0.68
182,2021,"Silversides(=Sand smelts) nei",0.58
182,2021,"Soles nei",0.58
182,2021,"Spinous spider crab",0.61
182,2021,"Turbot",0.68
182,2021,"Variegated scallop",0.67
182,2021,"Warty venus",0.7
182,2021,"White seabream",0.44
182,2021,"Whiteleg shrimp",0.68
183,2021,"Common sole",0.68
183,2021,"Atlantic bluefin tuna",0.44
183,2021,"Atlantic ditch shrimp",0.59
183,2021,"Atlantic salmon",0.68
183,2021,"Clams, etc. nei",0.7
183,2021,"Common cuttlefish",0.61
183,2021,"Common edible cockle",0.7
183,2021,"Corrugated venus",0.7
183,2021,"European eel",0.53
183,2021,"European flat oyster",0.67
183,2021,"European seabass",0.44
183,2021,"Flat and cupped oysters nei",0.67
183,2021,"Gilthead seabream",0.44
183,2021,"Golden carpet shell",0.7
183,2021,"Green seaweeds",0.79
183,2021,"Grooved carpet shell",0.7
183,2021,"Marine fishes nei",0.58
183,2021,"Marine molluscs nei",0.68
183,2021,"Meagre",0.68
183,2021,"Mullets nei",0.58
183,2021,"Pacific cupped oyster",0.67
183,2021,"Peppery furrow",0.68
183,2021,"Sargo breams nei",0.44
183,2021,"Sea mussels nei",0.67
183,2021,"Seabasses nei",0.58
183,2021,"Turbot",0.68
183,2021,"White seabream",0.44
184,2021,"Atlantic bluefin tuna",0.44
184,2021,"Common prawn",0.59
184,2021,"Common sole",0.68
184,2021,"Cupped oysters nei",0.67
184,2021,"European eel",0.53
184,2021,"European flat oyster",0.67
184,2021,"European seabass",0.44
184,2021,"Flathead grey mullet",0.58
184,2021,"Giant tiger prawn",0.68
184,2021,"Gilthead seabream",0.44
184,2021,"Gracilaria seaweeds",0.79
184,2021,"Grooved carpet shell",0.7
184,2021,"Japanese carpet shell",0.7
