iso3c,nutrient,country_application,reported_by_fao,year
JEY,K2O,NA,No,2014
JEY,K2O,NA,No,2015
JEY,K2O,NA,No,2016
JEY,K2O,NA,No,2017
JEY,K2O,NA,No,2018
JEY,K2O,NA,No,2019
KIR,N,NA,No,2010
KIR,N,NA,No,2011
KIR,N,NA,No,2012
KIR,N,NA,No,2013
KIR,N,NA,No,2014
KIR,N,NA,No,2015
KIR,N,NA,No,2016
KIR,N,NA,No,2017
KIR,N,NA,No,2018
KIR,N,NA,No,2019
KIR,P2O5,NA,No,2010
KIR,P2O5,NA,No,2011
KIR,P2O5,NA,No,2012
KIR,P2O5,NA,No,2013
KIR,P2O5,NA,No,2014
KIR,P2O5,NA,No,2015
KIR,P2O5,NA,No,2016
KIR,P2O5,NA,No,2017
KIR,P2O5,NA,No,2018
KIR,P2O5,NA,No,2019
KIR,K2O,NA,No,2010
KIR,K2O,NA,No,2011
KIR,K2O,NA,No,2012
KIR,K2O,NA,No,2013
KIR,K2O,NA,No,2014
KIR,K2O,NA,No,2015
KIR,K2O,NA,No,2016
KIR,K2O,NA,No,2017
KIR,K2O,NA,No,2018
KIR,K2O,NA,No,2019
XKO,N,NA,No,2010
XKO,N,NA,No,2011
XKO,N,NA,No,2012
XKO,N,NA,No,2013
XKO,N,NA,No,2014
XKO,N,NA,No,2015
XKO,N,NA,No,2016
XKO,N,NA,No,2017
XKO,N,NA,No,2018
XKO,N,NA,No,2019
XKO,P2O5,NA,No,2010
XKO,P2O5,NA,No,2011
XKO,P2O5,NA,No,2012
XKO,P2O5,NA,No,2013
XKO,P2O5,NA,No,2014
XKO,P2O5,NA,No,2015
XKO,P2O5,NA,No,2016
XKO,P2O5,NA,No,2017
XKO,P2O5,NA,No,2018
XKO,P2O5,NA,No,2019
XKO,K2O,NA,No,2010
XKO,K2O,NA,No,2011
XKO,K2O,NA,No,2012
XKO,K2O,NA,No,2013
XKO,K2O,NA,No,2014
XKO,K2O,NA,No,2015
XKO,K2O,NA,No,2016
XKO,K2O,NA,No,2017
XKO,K2O,NA,No,2018
XKO,K2O,NA,No,2019
LAO,N,NA,No,2010
LAO,N,NA,No,2011
LAO,N,NA,No,2012
LAO,N,NA,No,2013
LAO,N,NA,No,2014
LAO,N,NA,No,2015
LAO,N,NA,No,2016
LAO,N,NA,No,2017
LAO,N,NA,No,2018
LAO,N,NA,No,2019
LAO,P2O5,NA,No,2010
LAO,P2O5,NA,No,2011
LAO,P2O5,NA,No,2012
LAO,P2O5,NA,No,2013
LAO,P2O5,NA,No,2014
LAO,P2O5,NA,No,2015
LAO,P2O5,NA,No,2016
LAO,P2O5,NA,No,2017
LAO,P2O5,NA,No,2018
LAO,P2O5,NA,No,2019
LAO,K2O,NA,No,2010
LAO,K2O,NA,No,2011
LAO,K2O,NA,No,2012
LAO,K2O,NA,No,2013
LAO,K2O,NA,No,2014
LAO,K2O,NA,No,2015
LAO,K2O,NA,No,2016
LAO,K2O,NA,No,2017
LAO,K2O,NA,No,2018
LAO,K2O,NA,No,2019
LSO,N,NA,No,2010
LSO,N,NA,No,2011
LSO,N,NA,No,2012
LSO,N,NA,No,2013
LSO,N,NA,No,2014
LSO,N,NA,No,2015
LSO,N,NA,No,2016
LSO,N,NA,No,2017
LSO,N,NA,No,2018
LSO,N,NA,No,2019
LSO,P2O5,NA,No,2010
LSO,P2O5,NA,No,2011
LSO,P2O5,NA,No,2012
LSO,P2O5,NA,No,2013
LSO,P2O5,NA,No,2014
LSO,P2O5,NA,No,2015
LSO,P2O5,NA,No,2016
LSO,P2O5,NA,No,2017
LSO,P2O5,NA,No,2018
LSO,P2O5,NA,No,2019
LSO,K2O,NA,No,2010
LSO,K2O,NA,No,2011
LSO,K2O,NA,No,2012
LSO,K2O,NA,No,2013
LSO,K2O,NA,No,2014
LSO,K2O,NA,No,2015
LSO,K2O,NA,No,2016
LSO,K2O,NA,No,2017
LSO,K2O,NA,No,2018
LSO,K2O,NA,No,2019
LBR,N,NA,No,2010
LBR,N,NA,No,2011
LBR,N,NA,No,2012
LBR,N,NA,No,2013
LBR,N,NA,No,2014
LBR,N,NA,No,2015
LBR,N,NA,No,2016
LBR,N,NA,No,2017
LBR,N,NA,No,2018
LBR,N,NA,No,2019
LBR,P2O5,NA,No,2010
LBR,P2O5,NA,No,2011
LBR,P2O5,NA,No,2012
LBR,P2O5,NA,No,2013
LBR,P2O5,NA,No,2014
LBR,P2O5,NA,No,2015
LBR,P2O5,NA,No,2016
LBR,P2O5,NA,No,2017
LBR,P2O5,NA,No,2018
LBR,P2O5,NA,No,2019
LBR,K2O,NA,No,2010
LBR,K2O,NA,No,2011
LBR,K2O,NA,No,2012
LBR,K2O,NA,No,2013
LBR,K2O,NA,No,2014
LBR,K2O,NA,No,2015
LBR,K2O,NA,No,2016
LBR,K2O,NA,No,2017
LBR,K2O,NA,No,2018
LBR,K2O,NA,No,2019
LIE,N,NA,No,2010
LIE,N,NA,No,2011
LIE,N,NA,No,2012
LIE,N,NA,No,2013
LIE,N,NA,No,2014
LIE,N,NA,No,2015
LIE,N,NA,No,2016
LIE,N,NA,No,2017
LIE,N,NA,No,2018
LIE,N,NA,No,2019
LIE,P2O5,NA,No,2010
LIE,P2O5,NA,No,2011
LIE,P2O5,NA,No,2012
LIE,P2O5,NA,No,2013
LIE,P2O5,NA,No,2014
LIE,P2O5,NA,No,2015
LIE,P2O5,NA,No,2016
LIE,P2O5,NA,No,2017
LIE,P2O5,NA,No,2018
LIE,P2O5,NA,No,2019
LIE,K2O,NA,No,2010
LIE,K2O,NA,No,2011
LIE,K2O,NA,No,2012
LIE,K2O,NA,No,2013
LIE,K2O,NA,No,2014
LIE,K2O,NA,No,2015
LIE,K2O,NA,No,2016
LIE,K2O,NA,No,2017
LIE,K2O,NA,No,2018
LIE,K2O,NA,No,2019
MAC,N,NA,No,2010
MAC,N,NA,No,2011
MAC,N,NA,No,2012
MAC,N,NA,No,2013
MAC,N,NA,No,2014
MAC,N,NA,No,2015
MAC,N,NA,No,2016
MAC,N,NA,No,2017
MAC,N,NA,No,2018
MAC,N,NA,No,2019
MAC,P2O5,NA,No,2010
MAC,P2O5,NA,No,2011
MAC,P2O5,NA,No,2012
MAC,P2O5,NA,No,2013
MAC,P2O5,NA,No,2014
MAC,P2O5,NA,No,2015
MAC,P2O5,NA,No,2016
MAC,P2O5,NA,No,2017
MAC,P2O5,NA,No,2018
MAC,P2O5,NA,No,2019
MAC,K2O,NA,No,2010
MAC,K2O,NA,No,2011
MAC,K2O,NA,No,2012
MAC,K2O,NA,No,2013
MAC,K2O,NA,No,2014
MAC,K2O,NA,No,2015
MAC,K2O,NA,No,2016
MAC,K2O,NA,No,2017
MAC,K2O,NA,No,2018
MAC,K2O,NA,No,2019
MHL,N,NA,No,2010
MHL,N,NA,No,2011
MHL,N,NA,No,2012
MHL,N,NA,No,2013
MHL,N,NA,No,2014
MHL,N,NA,No,2015
MHL,N,NA,No,2016
MHL,N,NA,No,2017
MHL,N,NA,No,2018
MHL,N,NA,No,2019
MHL,P2O5,NA,No,2010
MHL,P2O5,NA,No,2011
MHL,P2O5,NA,No,2012
MHL,P2O5,NA,No,2013
MHL,P2O5,NA,No,2014
MHL,P2O5,NA,No,2015
MHL,P2O5,NA,No,2016
MHL,P2O5,NA,No,2017
MHL,P2O5,NA,No,2018
MHL,P2O5,NA,No,2019
MHL,K2O,NA,No,2010
MHL,K2O,NA,No,2011
MHL,K2O,NA,No,2012
MHL,K2O,NA,No,2013
MHL,K2O,NA,No,2014
MHL,K2O,NA,No,2015
MHL,K2O,NA,No,2016
MHL,K2O,NA,No,2017
MHL,K2O,NA,No,2018
MHL,K2O,NA,No,2019
MTQ,N,NA,No,2010
MTQ,N,NA,No,2011
MTQ,N,NA,No,2012
MTQ,N,NA,No,2013
MTQ,N,NA,No,2014
MTQ,N,NA,No,2015
MTQ,N,NA,No,2016
MTQ,N,NA,No,2017
MTQ,N,NA,No,2018
MTQ,N,NA,No,2019
MTQ,P2O5,NA,No,2010
MTQ,P2O5,NA,No,2011
MTQ,P2O5,NA,No,2012
MTQ,P2O5,NA,No,2013
MTQ,P2O5,NA,No,2014
MTQ,P2O5,NA,No,2015
MTQ,P2O5,NA,No,2016
MTQ,P2O5,NA,No,2017
MTQ,P2O5,NA,No,2018
MTQ,P2O5,NA,No,2019
MTQ,K2O,NA,No,2010
MTQ,K2O,NA,No,2011
MTQ,K2O,NA,No,2012
MTQ,K2O,NA,No,2013
MTQ,K2O,NA,No,2014
MTQ,K2O,NA,No,2015
MTQ,K2O,NA,No,2016
MTQ,K2O,NA,No,2017
MTQ,K2O,NA,No,2018
MTQ,K2O,NA,No,2019
MRT,N,NA,No,2010
MRT,N,NA,No,2011
MRT,N,NA,No,2012
MRT,N,NA,No,2013
MRT,N,NA,No,2014
MRT,N,NA,No,2015
MRT,N,NA,No,2016
MRT,N,NA,No,2017
MRT,N,NA,No,2018
MRT,N,NA,No,2019
MRT,P2O5,NA,No,2010
MRT,P2O5,NA,No,2011
MRT,P2O5,NA,No,2012
MRT,P2O5,NA,No,2013
MRT,P2O5,NA,No,2014
MRT,P2O5,NA,No,2015
MRT,P2O5,NA,No,2016
MRT,P2O5,NA,No,2017
MRT,P2O5,NA,No,2018
MRT,P2O5,NA,No,2019
MRT,K2O,NA,No,2010
MRT,K2O,NA,No,2011
MRT,K2O,NA,No,2012
MRT,K2O,NA,No,2013
MRT,K2O,NA,No,2014
MRT,K2O,NA,No,2015
MRT,K2O,NA,No,2016
MRT,K2O,NA,No,2017
MRT,K2O,NA,No,2018
MRT,K2O,NA,No,2019
MYT,N,NA,No,2010
MYT,N,NA,No,2011
MYT,N,NA,No,2012
MYT,N,NA,No,2013
MYT,N,NA,No,2014
MYT,N,NA,No,2015
MYT,N,NA,No,2016
MYT,N,NA,No,2017
MYT,N,NA,No,2018
MYT,N,NA,No,2019
MYT,P2O5,NA,No,2010
MYT,P2O5,NA,No,2011
MYT,P2O5,NA,No,2012
MYT,P2O5,NA,No,2013
MYT,P2O5,NA,No,2014
MYT,P2O5,NA,No,2015
MYT,P2O5,NA,No,2016
MYT,P2O5,NA,No,2017
MYT,P2O5,NA,No,2018
MYT,P2O5,NA,No,2019
MYT,K2O,NA,No,2010
MYT,K2O,NA,No,2011
MYT,K2O,NA,No,2012
MYT,K2O,NA,No,2013
MYT,K2O,NA,No,2014
MYT,K2O,NA,No,2015
MYT,K2O,NA,No,2016
MYT,K2O,NA,No,2017
MYT,K2O,NA,No,2018
MYT,K2O,NA,No,2019
FSM,N,NA,No,2010
FSM,N,NA,No,2011
FSM,N,NA,No,2012
FSM,N,NA,No,2013
FSM,N,NA,No,2014
FSM,N,NA,No,2015
FSM,N,NA,No,2016
FSM,N,NA,No,2017
FSM,N,NA,No,2018
FSM,N,NA,No,2019
FSM,P2O5,NA,No,2010
FSM,P2O5,NA,No,2011
FSM,P2O5,NA,No,2012
FSM,P2O5,NA,No,2013
FSM,P2O5,NA,No,2014
FSM,P2O5,NA,No,2015
FSM,P2O5,NA,No,2016
FSM,P2O5,NA,No,2017
FSM,P2O5,NA,No,2018
FSM,P2O5,NA,No,2019
FSM,K2O,NA,No,2010
FSM,K2O,NA,No,2011
FSM,K2O,NA,No,2012
FSM,K2O,NA,No,2013
FSM,K2O,NA,No,2014
FSM,K2O,NA,No,2015
FSM,K2O,NA,No,2016
FSM,K2O,NA,No,2017
FSM,K2O,NA,No,2018
FSM,K2O,NA,No,2019
MCO,N,NA,No,2010
MCO,N,NA,No,2011
MCO,N,NA,No,2012
MCO,N,NA,No,2013
MCO,N,NA,No,2014
MCO,N,NA,No,2015
MCO,N,NA,No,2016
MCO,N,NA,No,2017
MCO,N,NA,No,2018
MCO,N,NA,No,2019
MCO,P2O5,NA,No,2010
MCO,P2O5,NA,No,2011
MCO,P2O5,NA,No,2012
MCO,P2O5,NA,No,2013
MCO,P2O5,NA,No,2014
MCO,P2O5,NA,No,2015
MCO,P2O5,NA,No,2016
MCO,P2O5,NA,No,2017
MCO,P2O5,NA,No,2018
MCO,P2O5,NA,No,2019
MCO,K2O,NA,No,2010
MCO,K2O,NA,No,2011
MCO,K2O,NA,No,2012
MCO,K2O,NA,No,2013
MCO,K2O,NA,No,2014
MCO,K2O,NA,No,2015
MCO,K2O,NA,No,2016
MCO,K2O,NA,No,2017
MCO,K2O,NA,No,2018
MCO,K2O,NA,No,2019
MSR,N,NA,No,2010
MSR,N,NA,No,2011
MSR,N,NA,No,2012
MSR,N,NA,No,2013
MSR,N,NA,No,2014
MSR,N,NA,No,2015
MSR,N,NA,No,2016
MSR,N,NA,No,2017
MSR,N,NA,No,2018
MSR,N,NA,No,2019
MSR,P2O5,NA,No,2010
MSR,P2O5,NA,No,2011
MSR,P2O5,NA,No,2012
MSR,P2O5,NA,No,2013
MSR,P2O5,NA,No,2014
MSR,P2O5,NA,No,2015
MSR,P2O5,NA,No,2016
MSR,P2O5,NA,No,2017
MSR,P2O5,NA,No,2018
MSR,P2O5,NA,No,2019
MSR,K2O,NA,No,2010
MSR,K2O,NA,No,2011
MSR,K2O,NA,No,2012
MSR,K2O,NA,No,2013
MSR,K2O,NA,No,2014
MSR,K2O,NA,No,2015
MSR,K2O,NA,No,2016
MSR,K2O,NA,No,2017
MSR,K2O,NA,No,2018
MSR,K2O,NA,No,2019
NIU,N,NA,No,2010
NIU,N,NA,No,2011
NIU,N,NA,No,2012
NIU,N,NA,No,2013
NIU,N,NA,No,2014
NIU,N,NA,No,2015
NIU,N,NA,No,2016
NIU,N,NA,No,2017
NIU,N,NA,No,2018
NIU,N,NA,No,2019
NIU,P2O5,NA,No,2010
NIU,P2O5,NA,No,2011
NIU,P2O5,NA,No,2012
NIU,P2O5,NA,No,2013
NIU,P2O5,NA,No,2014
NIU,P2O5,NA,No,2015
NIU,P2O5,NA,No,2016
NIU,P2O5,NA,No,2017
NIU,P2O5,NA,No,2018
NIU,P2O5,NA,No,2019
NIU,K2O,NA,No,2010
NIU,K2O,NA,No,2011
NIU,K2O,NA,No,2012
NIU,K2O,NA,No,2013
NIU,K2O,NA,No,2014
NIU,K2O,NA,No,2015
NIU,K2O,NA,No,2016
NIU,K2O,NA,No,2017
NIU,K2O,NA,No,2018
NIU,K2O,NA,No,2019
NFK,N,NA,No,2010
NFK,N,NA,No,2011
NFK,N,NA,No,2012
NFK,N,NA,No,2013
NFK,N,NA,No,2014
NFK,N,NA,No,2015
NFK,N,NA,No,2016
NFK,N,NA,No,2017
NFK,N,NA,No,2018
NFK,N,NA,No,2019
NFK,P2O5,NA,No,2010
NFK,P2O5,NA,No,2011
NFK,P2O5,NA,No,2012
NFK,P2O5,NA,No,2013
NFK,P2O5,NA,No,2014
NFK,P2O5,NA,No,2015
NFK,P2O5,NA,No,2016
NFK,P2O5,NA,No,2017
NFK,P2O5,NA,No,2018
NFK,P2O5,NA,No,2019
NFK,K2O,NA,No,2010
NFK,K2O,NA,No,2011
NFK,K2O,NA,No,2012
NFK,K2O,NA,No,2013
NFK,K2O,NA,No,2014
NFK,K2O,NA,No,2015
NFK,K2O,NA,No,2016
NFK,K2O,NA,No,2017
NFK,K2O,NA,No,2018
NFK,K2O,NA,No,2019
PRK,N,NA,No,2010
PRK,N,NA,No,2011
PRK,N,NA,No,2012
PRK,N,NA,No,2013
PRK,N,NA,No,2014
PRK,N,NA,No,2015
PRK,N,NA,No,2016
PRK,N,NA,No,2017
PRK,N,NA,No,2018
PRK,N,NA,No,2019
PRK,P2O5,NA,No,2010
PRK,P2O5,NA,No,2011
PRK,P2O5,NA,No,2012
PRK,P2O5,NA,No,2013
PRK,P2O5,NA,No,2014
PRK,P2O5,NA,No,2015
PRK,P2O5,NA,No,2016
PRK,P2O5,NA,No,2017
PRK,P2O5,NA,No,2018
PRK,P2O5,NA,No,2019
PRK,K2O,NA,No,2010
PRK,K2O,NA,No,2011
PRK,K2O,NA,No,2012
PRK,K2O,NA,No,2013
PRK,K2O,NA,No,2014
PRK,K2O,NA,No,2015
PRK,K2O,NA,No,2016
PRK,K2O,NA,No,2017
PRK,K2O,NA,No,2018
PRK,K2O,NA,No,2019
MNP,N,NA,No,2010
MNP,N,NA,No,2011
MNP,N,NA,No,2012
MNP,N,NA,No,2013
MNP,N,NA,No,2014
MNP,N,NA,No,2015
MNP,N,NA,No,2016
MNP,N,NA,No,2017
MNP,N,NA,No,2018
MNP,N,NA,No,2019
MNP,P2O5,NA,No,2010
MNP,P2O5,NA,No,2011
MNP,P2O5,NA,No,2012
MNP,P2O5,NA,No,2013
MNP,P2O5,NA,No,2014
MNP,P2O5,NA,No,2015
MNP,P2O5,NA,No,2016
MNP,P2O5,NA,No,2017
MNP,P2O5,NA,No,2018
MNP,P2O5,NA,No,2019
MNP,K2O,NA,No,2010
MNP,K2O,NA,No,2011
MNP,K2O,NA,No,2012
MNP,K2O,NA,No,2013
MNP,K2O,NA,No,2014
MNP,K2O,NA,No,2015
MNP,K2O,NA,No,2016
MNP,K2O,NA,No,2017
MNP,K2O,NA,No,2018
MNP,K2O,NA,No,2019
PLW,N,NA,No,2010
PLW,N,NA,No,2011
PLW,N,NA,No,2012
PLW,N,NA,No,2013
PLW,N,NA,No,2014
PLW,N,NA,No,2015
PLW,N,NA,No,2016
PLW,N,NA,No,2017
PLW,N,NA,No,2018
PLW,N,NA,No,2019
PLW,P2O5,NA,No,2010
PLW,P2O5,NA,No,2011
PLW,P2O5,NA,No,2012
PLW,P2O5,NA,No,2013
PLW,P2O5,NA,No,2014
PLW,P2O5,NA,No,2015
PLW,P2O5,NA,No,2016
PLW,P2O5,NA,No,2017
PLW,P2O5,NA,No,2018
PLW,P2O5,NA,No,2019
PLW,K2O,NA,No,2010
PLW,K2O,NA,No,2011
PLW,K2O,NA,No,2012
PLW,K2O,NA,No,2013
PLW,K2O,NA,No,2014
PLW,K2O,NA,No,2015
PLW,K2O,NA,No,2016
PLW,K2O,NA,No,2017
PLW,K2O,NA,No,2018
PLW,K2O,NA,No,2019
PSE,N,NA,No,2010
PSE,N,NA,No,2011
PSE,N,NA,No,2012
PSE,N,NA,No,2013
PSE,N,NA,No,2014
PSE,N,NA,No,2015
PSE,N,NA,No,2016
PSE,N,NA,No,2017
PSE,N,NA,No,2018
PSE,N,NA,No,2019
PSE,P2O5,NA,No,2010
PSE,P2O5,NA,No,2011
PSE,P2O5,NA,No,2012
PSE,P2O5,NA,No,2013
PSE,P2O5,NA,No,2014
PSE,P2O5,NA,No,2015
PSE,P2O5,NA,No,2016
PSE,P2O5,NA,No,2017
PSE,P2O5,NA,No,2018
PSE,P2O5,NA,No,2019
PSE,K2O,NA,No,2010
PSE,K2O,NA,No,2011
PSE,K2O,NA,No,2012
PSE,K2O,NA,No,2013
PSE,K2O,NA,No,2014
PSE,K2O,NA,No,2015
PSE,K2O,NA,No,2016
PSE,K2O,NA,No,2017
PSE,K2O,NA,No,2018
PSE,K2O,NA,No,2019
PCN,N,NA,No,2010
PCN,N,NA,No,2011
PCN,N,NA,No,2012
PCN,N,NA,No,2013
PCN,N,NA,No,2014
PCN,N,NA,No,2015
PCN,N,NA,No,2016
PCN,N,NA,No,2017
PCN,N,NA,No,2018
PCN,N,NA,No,2019
PCN,P2O5,NA,No,2010
PCN,P2O5,NA,No,2011
PCN,P2O5,NA,No,2012
PCN,P2O5,NA,No,2013
PCN,P2O5,NA,No,2014
PCN,P2O5,NA,No,2015
PCN,P2O5,NA,No,2016
PCN,P2O5,NA,No,2017
PCN,P2O5,NA,No,2018
PCN,P2O5,NA,No,2019
PCN,K2O,NA,No,2010
PCN,K2O,NA,No,2011
PCN,K2O,NA,No,2012
PCN,K2O,NA,No,2013
PCN,K2O,NA,No,2014
PCN,K2O,NA,No,2015
PCN,K2O,NA,No,2016
PCN,K2O,NA,No,2017
PCN,K2O,NA,No,2018
PCN,K2O,NA,No,2019
PRI,N,NA,No,2010
PRI,N,NA,No,2011
PRI,N,NA,No,2012
PRI,N,NA,No,2013
PRI,N,NA,No,2014
PRI,N,NA,No,2015
PRI,N,NA,No,2016
PRI,N,NA,No,2017
PRI,N,NA,No,2018
PRI,N,NA,No,2019
PRI,P2O5,NA,No,2010
PRI,P2O5,NA,No,2011
PRI,P2O5,NA,No,2012
PRI,P2O5,NA,No,2013
PRI,P2O5,NA,No,2014
PRI,P2O5,NA,No,2015
PRI,P2O5,NA,No,2016
PRI,P2O5,NA,No,2017
PRI,P2O5,NA,No,2018
PRI,P2O5,NA,No,2019
PRI,K2O,NA,No,2010
PRI,K2O,NA,No,2011
PRI,K2O,NA,No,2012
PRI,K2O,NA,No,2013
PRI,K2O,NA,No,2014
PRI,K2O,NA,No,2015
PRI,K2O,NA,No,2016
PRI,K2O,NA,No,2017
PRI,K2O,NA,No,2018
PRI,K2O,NA,No,2019
REU,N,NA,No,2010
REU,N,NA,No,2011
REU,N,NA,No,2012
REU,N,NA,No,2013
REU,N,NA,No,2014
REU,N,NA,No,2015
REU,N,NA,No,2016
REU,N,NA,No,2017
REU,N,NA,No,2018
REU,N,NA,No,2019
REU,P2O5,NA,No,2010
REU,P2O5,NA,No,2011
REU,P2O5,NA,No,2012
REU,P2O5,NA,No,2013
REU,P2O5,NA,No,2014
REU,P2O5,NA,No,2015
REU,P2O5,NA,No,2016
REU,P2O5,NA,No,2017
REU,P2O5,NA,No,2018
REU,P2O5,NA,No,2019
REU,K2O,NA,No,2010
REU,K2O,NA,No,2011
REU,K2O,NA,No,2012
REU,K2O,NA,No,2013
REU,K2O,NA,No,2014
REU,K2O,NA,No,2015
REU,K2O,NA,No,2016
REU,K2O,NA,No,2017
REU,K2O,NA,No,2018
REU,K2O,NA,No,2019
BLM,N,NA,No,2010
BLM,N,NA,No,2011
BLM,N,NA,No,2012
BLM,N,NA,No,2013
BLM,N,NA,No,2014
BLM,N,NA,No,2015
BLM,N,NA,No,2016
BLM,N,NA,No,2017
BLM,N,NA,No,2018
BLM,N,NA,No,2019
BLM,P2O5,NA,No,2010
BLM,P2O5,NA,No,2011
BLM,P2O5,NA,No,2012
BLM,P2O5,NA,No,2013
BLM,P2O5,NA,No,2014
BLM,P2O5,NA,No,2015
BLM,P2O5,NA,No,2016
BLM,P2O5,NA,No,2017
BLM,P2O5,NA,No,2018
BLM,P2O5,NA,No,2019
BLM,K2O,NA,No,2010
BLM,K2O,NA,No,2011
BLM,K2O,NA,No,2012
BLM,K2O,NA,No,2013
BLM,K2O,NA,No,2014
BLM,K2O,NA,No,2015
BLM,K2O,NA,No,2016
BLM,K2O,NA,No,2017
BLM,K2O,NA,No,2018
BLM,K2O,NA,No,2019
MAF,N,NA,No,2010
MAF,N,NA,No,2011
MAF,N,NA,No,2012
MAF,N,NA,No,2013
MAF,N,NA,No,2014
MAF,N,NA,No,2015
MAF,N,NA,No,2016
MAF,N,NA,No,2017
MAF,N,NA,No,2018
MAF,N,NA,No,2019
MAF,P2O5,NA,No,2010
MAF,P2O5,NA,No,2011
MAF,P2O5,NA,No,2012
MAF,P2O5,NA,No,2013
MAF,P2O5,NA,No,2014
MAF,P2O5,NA,No,2015
MAF,P2O5,NA,No,2016
MAF,P2O5,NA,No,2017
MAF,P2O5,NA,No,2018
MAF,P2O5,NA,No,2019
MAF,K2O,NA,No,2010
MAF,K2O,NA,No,2011
MAF,K2O,NA,No,2012
MAF,K2O,NA,No,2013
MAF,K2O,NA,No,2014
MAF,K2O,NA,No,2015
MAF,K2O,NA,No,2016
MAF,K2O,NA,No,2017
MAF,K2O,NA,No,2018
MAF,K2O,NA,No,2019
SHN,N,NA,No,2010
SHN,N,NA,No,2011
SHN,N,NA,No,2012
SHN,N,NA,No,2013
SHN,N,NA,No,2014
SHN,N,NA,No,2015
SHN,N,NA,No,2016
SHN,N,NA,No,2017
SHN,N,NA,No,2018
SHN,N,NA,No,2019
SHN,P2O5,NA,No,2010
SHN,P2O5,NA,No,2011
SHN,P2O5,NA,No,2012
SHN,P2O5,NA,No,2013
SHN,P2O5,NA,No,2014
SHN,P2O5,NA,No,2015
SHN,P2O5,NA,No,2016
SHN,P2O5,NA,No,2017
SHN,P2O5,NA,No,2018
SHN,P2O5,NA,No,2019
SHN,K2O,NA,No,2010
SHN,K2O,NA,No,2011
SHN,K2O,NA,No,2012
SHN,K2O,NA,No,2013
SHN,K2O,NA,No,2014
SHN,K2O,NA,No,2015
SHN,K2O,NA,No,2016
SHN,K2O,NA,No,2017
SHN,K2O,NA,No,2018
SHN,K2O,NA,No,2019
SPM,N,NA,No,2010
SPM,N,NA,No,2011
SPM,N,NA,No,2012
SPM,N,NA,No,2013
SPM,N,NA,No,2014
SPM,N,NA,No,2015
SPM,N,NA,No,2016
SPM,N,NA,No,2017
SPM,N,NA,No,2018
SPM,N,NA,No,2019
SPM,P2O5,NA,No,2010
SPM,P2O5,NA,No,2011
SPM,P2O5,NA,No,2012
SPM,P2O5,NA,No,2013
SPM,P2O5,NA,No,2014
SPM,P2O5,NA,No,2015
SPM,P2O5,NA,No,2016
SPM,P2O5,NA,No,2017
SPM,P2O5,NA,No,2018
SPM,P2O5,NA,No,2019
SPM,K2O,NA,No,2010
SPM,K2O,NA,No,2011
SPM,K2O,NA,No,2012
SPM,K2O,NA,No,2013
SPM,K2O,NA,No,2014
SPM,K2O,NA,No,2015
SPM,K2O,NA,No,2016
SPM,K2O,NA,No,2017
SPM,K2O,NA,No,2018
SPM,K2O,NA,No,2019
VCT,N,NA,No,2010
VCT,N,NA,No,2011
VCT,N,NA,No,2012
VCT,N,NA,No,2013
VCT,N,NA,No,2014
VCT,N,NA,No,2015
VCT,N,NA,No,2016
VCT,N,NA,No,2017
VCT,N,NA,No,2018
VCT,N,NA,No,2019
VCT,P2O5,NA,No,2010
VCT,P2O5,NA,No,2011
VCT,P2O5,NA,No,2012
VCT,P2O5,NA,No,2013
VCT,P2O5,NA,No,2014
VCT,P2O5,NA,No,2015
VCT,P2O5,NA,No,2016
VCT,P2O5,NA,No,2017
VCT,P2O5,NA,No,2018
VCT,P2O5,NA,No,2019
VCT,K2O,NA,No,2010
VCT,K2O,NA,No,2011
VCT,K2O,NA,No,2012
VCT,K2O,NA,No,2013
VCT,K2O,NA,No,2014
VCT,K2O,NA,No,2015
VCT,K2O,NA,No,2016
VCT,K2O,NA,No,2017
VCT,K2O,NA,No,2018
VCT,K2O,NA,No,2019
SMR,N,NA,No,2010
SMR,N,NA,No,2011
SMR,N,NA,No,2012
SMR,N,NA,No,2013
SMR,N,NA,No,2014
SMR,N,NA,No,2015
SMR,N,NA,No,2016
SMR,N,NA,No,2017
SMR,N,NA,No,2018
SMR,N,NA,No,2019
SMR,P2O5,NA,No,2010
SMR,P2O5,NA,No,2011
SMR,P2O5,NA,No,2012
SMR,P2O5,NA,No,2013
SMR,P2O5,NA,No,2014
SMR,P2O5,NA,No,2015
SMR,P2O5,NA,No,2016
SMR,P2O5,NA,No,2017
SMR,P2O5,NA,No,2018
SMR,P2O5,NA,No,2019
SMR,K2O,NA,No,2010
SMR,K2O,NA,No,2011
SMR,K2O,NA,No,2012
SMR,K2O,NA,No,2013
SMR,K2O,NA,No,2014
SMR,K2O,NA,No,2015
SMR,K2O,NA,No,2016
SMR,K2O,NA,No,2017
SMR,K2O,NA,No,2018
SMR,K2O,NA,No,2019
STP,N,NA,No,2010
STP,N,NA,No,2011
STP,N,NA,No,2012
STP,N,NA,No,2013
STP,N,NA,No,2014
STP,N,NA,No,2015
STP,N,NA,No,2016
STP,N,NA,No,2017
STP,N,NA,No,2018
STP,N,NA,No,2019
STP,P2O5,NA,No,2010
STP,P2O5,NA,No,2011
STP,P2O5,NA,No,2012
STP,P2O5,NA,No,2013
STP,P2O5,NA,No,2014
STP,P2O5,NA,No,2015
STP,P2O5,NA,No,2016
