iso3c,nutrient,country_application,reported_by_fao,year
CXR,K2O,NA,No,2019
CCK,N,NA,No,2010
CCK,N,NA,No,2011
CCK,N,NA,No,2012
CCK,N,NA,No,2013
CCK,N,NA,No,2014
CCK,N,NA,No,2015
CCK,N,NA,No,2016
CCK,N,NA,No,2017
CCK,N,NA,No,2018
CCK,N,NA,No,2019
CCK,P2O5,NA,No,2010
CCK,P2O5,NA,No,2011
CCK,P2O5,NA,No,2012
CCK,P2O5,NA,No,2013
CCK,P2O5,NA,No,2014
CCK,P2O5,NA,No,2015
CCK,P2O5,NA,No,2016
CCK,P2O5,NA,No,2017
CCK,P2O5,NA,No,2018
CCK,P2O5,NA,No,2019
CCK,K2O,NA,No,2010
CCK,K2O,NA,No,2011
CCK,K2O,NA,No,2012
CCK,K2O,NA,No,2013
CCK,K2O,NA,No,2014
CCK,K2O,NA,No,2015
CCK,K2O,NA,No,2016
CCK,K2O,NA,No,2017
CCK,K2O,NA,No,2018
CCK,K2O,NA,No,2019
COM,N,NA,No,2010
COM,N,NA,No,2011
COM,N,NA,No,2012
COM,N,NA,No,2013
COM,N,NA,No,2014
COM,N,NA,No,2015
COM,N,NA,No,2016
COM,N,NA,No,2017
COM,N,NA,No,2018
COM,N,NA,No,2019
COM,P2O5,NA,No,2010
COM,P2O5,NA,No,2011
COM,P2O5,NA,No,2012
COM,P2O5,NA,No,2013
COM,P2O5,NA,No,2014
COM,P2O5,NA,No,2015
COM,P2O5,NA,No,2016
COM,P2O5,NA,No,2017
COM,P2O5,NA,No,2018
COM,P2O5,NA,No,2019
COM,K2O,NA,No,2010
COM,K2O,NA,No,2011
COM,K2O,NA,No,2012
COM,K2O,NA,No,2013
COM,K2O,NA,No,2014
COM,K2O,NA,No,2015
COM,K2O,NA,No,2016
COM,K2O,NA,No,2017
COM,K2O,NA,No,2018
COM,K2O,NA,No,2019
CUW,N,NA,No,2010
CUW,N,NA,No,2011
CUW,N,NA,No,2012
CUW,N,NA,No,2013
CUW,N,NA,No,2014
CUW,N,NA,No,2015
CUW,N,NA,No,2016
CUW,N,NA,No,2017
CUW,N,NA,No,2018
CUW,N,NA,No,2019
CUW,P2O5,NA,No,2010
CUW,P2O5,NA,No,2011
CUW,P2O5,NA,No,2012
CUW,P2O5,NA,No,2013
CUW,P2O5,NA,No,2014
CUW,P2O5,NA,No,2015
CUW,P2O5,NA,No,2016
CUW,P2O5,NA,No,2017
CUW,P2O5,NA,No,2018
CUW,P2O5,NA,No,2019
CUW,K2O,NA,No,2010
CUW,K2O,NA,No,2011
CUW,K2O,NA,No,2012
CUW,K2O,NA,No,2013
CUW,K2O,NA,No,2014
CUW,K2O,NA,No,2015
CUW,K2O,NA,No,2016
CUW,K2O,NA,No,2017
CUW,K2O,NA,No,2018
CUW,K2O,NA,No,2019
DJI,N,NA,No,2010
DJI,N,NA,No,2011
DJI,N,NA,No,2012
DJI,N,NA,No,2013
DJI,N,NA,No,2014
DJI,N,NA,No,2015
DJI,N,NA,No,2016
DJI,N,NA,No,2017
DJI,N,NA,No,2018
DJI,N,NA,No,2019
DJI,P2O5,NA,No,2010
DJI,P2O5,NA,No,2011
DJI,P2O5,NA,No,2012
DJI,P2O5,NA,No,2013
DJI,P2O5,NA,No,2014
DJI,P2O5,NA,No,2015
DJI,P2O5,NA,No,2016
DJI,P2O5,NA,No,2017
DJI,P2O5,NA,No,2018
DJI,P2O5,NA,No,2019
DJI,K2O,NA,No,2010
DJI,K2O,NA,No,2011
DJI,K2O,NA,No,2012
DJI,K2O,NA,No,2013
DJI,K2O,NA,No,2014
DJI,K2O,NA,No,2015
DJI,K2O,NA,No,2016
DJI,K2O,NA,No,2017
DJI,K2O,NA,No,2018
DJI,K2O,NA,No,2019
GNQ,N,NA,No,2010
GNQ,N,NA,No,2011
GNQ,N,NA,No,2012
GNQ,N,NA,No,2013
GNQ,N,NA,No,2014
GNQ,N,NA,No,2015
GNQ,N,NA,No,2016
GNQ,N,NA,No,2017
GNQ,N,NA,No,2018
GNQ,N,NA,No,2019
GNQ,P2O5,NA,No,2010
GNQ,P2O5,NA,No,2011
GNQ,P2O5,NA,No,2012
GNQ,P2O5,NA,No,2013
GNQ,P2O5,NA,No,2014
GNQ,P2O5,NA,No,2015
GNQ,P2O5,NA,No,2016
GNQ,P2O5,NA,No,2017
GNQ,P2O5,NA,No,2018
GNQ,P2O5,NA,No,2019
GNQ,K2O,NA,No,2010
GNQ,K2O,NA,No,2011
GNQ,K2O,NA,No,2012
GNQ,K2O,NA,No,2013
GNQ,K2O,NA,No,2014
GNQ,K2O,NA,No,2015
GNQ,K2O,NA,No,2016
GNQ,K2O,NA,No,2017
GNQ,K2O,NA,No,2018
GNQ,K2O,NA,No,2019
FLK,N,NA,No,2010
FLK,N,NA,No,2011
FLK,N,NA,No,2012
FLK,N,NA,No,2013
FLK,N,NA,No,2014
FLK,N,NA,No,2015
FLK,N,NA,No,2016
FLK,N,NA,No,2017
FLK,N,NA,No,2018
FLK,N,NA,No,2019
FLK,P2O5,NA,No,2010
FLK,P2O5,NA,No,2011
FLK,P2O5,NA,No,2012
FLK,P2O5,NA,No,2013
FLK,P2O5,NA,No,2014
FLK,P2O5,NA,No,2015
FLK,P2O5,NA,No,2016
FLK,P2O5,NA,No,2017
FLK,P2O5,NA,No,2018
FLK,P2O5,NA,No,2019
FLK,K2O,NA,No,2010
FLK,K2O,NA,No,2011
FLK,K2O,NA,No,2012
FLK,K2O,NA,No,2013
FLK,K2O,NA,No,2014
FLK,K2O,NA,No,2015
FLK,K2O,NA,No,2016
FLK,K2O,NA,No,2017
FLK,K2O,NA,No,2018
FLK,K2O,NA,No,2019
FRO,N,NA,No,2010
FRO,N,NA,No,2011
FRO,N,NA,No,2012
FRO,N,NA,No,2013
FRO,N,NA,No,2014
FRO,N,NA,No,2015
FRO,N,NA,No,2016
FRO,N,NA,No,2017
FRO,N,NA,No,2018
FRO,N,NA,No,2019
FRO,P2O5,NA,No,2010
FRO,P2O5,NA,No,2011
FRO,P2O5,NA,No,2012
FRO,P2O5,NA,No,2013
FRO,P2O5,NA,No,2014
FRO,P2O5,NA,No,2015
FRO,P2O5,NA,No,2016
FRO,P2O5,NA,No,2017
FRO,P2O5,NA,No,2018
FRO,P2O5,NA,No,2019
FRO,K2O,NA,No,2010
FRO,K2O,NA,No,2011
FRO,K2O,NA,No,2012
FRO,K2O,NA,No,2013
FRO,K2O,NA,No,2014
FRO,K2O,NA,No,2015
FRO,K2O,NA,No,2016
FRO,K2O,NA,No,2017
FRO,K2O,NA,No,2018
FRO,K2O,NA,No,2019
GUF,N,NA,No,2010
GUF,N,NA,No,2011
GUF,N,NA,No,2012
GUF,N,NA,No,2013
GUF,N,NA,No,2014
GUF,N,NA,No,2015
GUF,N,NA,No,2016
GUF,N,NA,No,2017
GUF,N,NA,No,2018
GUF,N,NA,No,2019
GUF,P2O5,NA,No,2010
GUF,P2O5,NA,No,2011
GUF,P2O5,NA,No,2012
GUF,P2O5,NA,No,2013
GUF,P2O5,NA,No,2014
GUF,P2O5,NA,No,2015
GUF,P2O5,NA,No,2016
GUF,P2O5,NA,No,2017
GUF,P2O5,NA,No,2018
GUF,P2O5,NA,No,2019
GUF,K2O,NA,No,2010
GUF,K2O,NA,No,2011
GUF,K2O,NA,No,2012
GUF,K2O,NA,No,2013
GUF,K2O,NA,No,2014
GUF,K2O,NA,No,2015
GUF,K2O,NA,No,2016
GUF,K2O,NA,No,2017
GUF,K2O,NA,No,2018
GUF,K2O,NA,No,2019
GIB,N,NA,No,2010
GIB,N,NA,No,2011
GIB,N,NA,No,2012
GIB,N,NA,No,2013
GIB,N,NA,No,2014
GIB,N,NA,No,2015
GIB,N,NA,No,2016
GIB,N,NA,No,2017
GIB,N,NA,No,2018
GIB,N,NA,No,2019
GIB,P2O5,NA,No,2010
GIB,P2O5,NA,No,2011
GIB,P2O5,NA,No,2012
GIB,P2O5,NA,No,2013
GIB,P2O5,NA,No,2014
GIB,P2O5,NA,No,2015
GIB,P2O5,NA,No,2016
GIB,P2O5,NA,No,2017
GIB,P2O5,NA,No,2018
GIB,P2O5,NA,No,2019
GIB,K2O,NA,No,2010
GIB,K2O,NA,No,2011
GIB,K2O,NA,No,2012
GIB,K2O,NA,No,2013
GIB,K2O,NA,No,2014
GIB,K2O,NA,No,2015
GIB,K2O,NA,No,2016
GIB,K2O,NA,No,2017
GIB,K2O,NA,No,2018
GIB,K2O,NA,No,2019
GRL,N,NA,No,2010
GRL,N,NA,No,2011
GRL,N,NA,No,2012
GRL,N,NA,No,2013
GRL,N,NA,No,2014
GRL,N,NA,No,2015
GRL,N,NA,No,2016
GRL,N,NA,No,2017
GRL,N,NA,No,2018
GRL,N,NA,No,2019
GRL,P2O5,NA,No,2010
GRL,P2O5,NA,No,2011
GRL,P2O5,NA,No,2012
GRL,P2O5,NA,No,2013
GRL,P2O5,NA,No,2014
GRL,P2O5,NA,No,2015
GRL,P2O5,NA,No,2016
GRL,P2O5,NA,No,2017
GRL,P2O5,NA,No,2018
GRL,P2O5,NA,No,2019
GRL,K2O,NA,No,2010
GRL,K2O,NA,No,2011
GRL,K2O,NA,No,2012
GRL,K2O,NA,No,2013
GRL,K2O,NA,No,2014
GRL,K2O,NA,No,2015
GRL,K2O,NA,No,2016
GRL,K2O,NA,No,2017
GRL,K2O,NA,No,2018
GRL,K2O,NA,No,2019
GRD,N,NA,No,2010
GRD,N,NA,No,2011
GRD,N,NA,No,2012
GRD,N,NA,No,2013
GRD,N,NA,No,2014
GRD,N,NA,No,2015
GRD,N,NA,No,2016
GRD,N,NA,No,2017
GRD,N,NA,No,2018
GRD,N,NA,No,2019
GRD,P2O5,NA,No,2010
GRD,P2O5,NA,No,2011
GRD,P2O5,NA,No,2012
GRD,P2O5,NA,No,2013
GRD,P2O5,NA,No,2014
GRD,P2O5,NA,No,2015
GRD,P2O5,NA,No,2016
GRD,P2O5,NA,No,2017
GRD,P2O5,NA,No,2018
GRD,P2O5,NA,No,2019
GRD,K2O,NA,No,2010
GRD,K2O,NA,No,2011
GRD,K2O,NA,No,2012
GRD,K2O,NA,No,2013
GRD,K2O,NA,No,2014
GRD,K2O,NA,No,2015
GRD,K2O,NA,No,2016
GRD,K2O,NA,No,2017
GRD,K2O,NA,No,2018
GRD,K2O,NA,No,2019
GLP,N,NA,No,2010
GLP,N,NA,No,2011
GLP,N,NA,No,2012
GLP,N,NA,No,2013
GLP,N,NA,No,2014
GLP,N,NA,No,2015
GLP,N,NA,No,2016
GLP,N,NA,No,2017
GLP,N,NA,No,2018
GLP,N,NA,No,2019
GLP,P2O5,NA,No,2010
GLP,P2O5,NA,No,2011
GLP,P2O5,NA,No,2012
GLP,P2O5,NA,No,2013
GLP,P2O5,NA,No,2014
GLP,P2O5,NA,No,2015
GLP,P2O5,NA,No,2016
GLP,P2O5,NA,No,2017
GLP,P2O5,NA,No,2018
GLP,P2O5,NA,No,2019
GLP,K2O,NA,No,2010
GLP,K2O,NA,No,2011
GLP,K2O,NA,No,2012
GLP,K2O,NA,No,2013
GLP,K2O,NA,No,2014
GLP,K2O,NA,No,2015
GLP,K2O,NA,No,2016
GLP,K2O,NA,No,2017
GLP,K2O,NA,No,2018
GLP,K2O,NA,No,2019
GUM,N,NA,No,2010
GUM,N,NA,No,2011
GUM,N,NA,No,2012
GUM,N,NA,No,2013
GUM,N,NA,No,2014
GUM,N,NA,No,2015
GUM,N,NA,No,2016
GUM,N,NA,No,2017
GUM,N,NA,No,2018
GUM,N,NA,No,2019
GUM,P2O5,NA,No,2010
GUM,P2O5,NA,No,2011
GUM,P2O5,NA,No,2012
GUM,P2O5,NA,No,2013
GUM,P2O5,NA,No,2014
GUM,P2O5,NA,No,2015
GUM,P2O5,NA,No,2016
GUM,P2O5,NA,No,2017
GUM,P2O5,NA,No,2018
GUM,P2O5,NA,No,2019
GUM,K2O,NA,No,2010
GUM,K2O,NA,No,2011
GUM,K2O,NA,No,2012
GUM,K2O,NA,No,2013
GUM,K2O,NA,No,2014
GUM,K2O,NA,No,2015
GUM,K2O,NA,No,2016
GUM,K2O,NA,No,2017
GUM,K2O,NA,No,2018
GUM,K2O,NA,No,2019
GNB,N,NA,No,2010
GNB,N,NA,No,2011
GNB,N,NA,No,2012
GNB,N,NA,No,2013
GNB,N,NA,No,2014
GNB,N,NA,No,2015
GNB,N,NA,No,2016
GNB,N,NA,No,2017
GNB,N,NA,No,2018
GNB,N,NA,No,2019
GNB,P2O5,NA,No,2010
GNB,P2O5,NA,No,2011
GNB,P2O5,NA,No,2012
GNB,P2O5,NA,No,2013
GNB,P2O5,NA,No,2014
GNB,P2O5,NA,No,2015
GNB,P2O5,NA,No,2016
GNB,P2O5,NA,No,2017
GNB,P2O5,NA,No,2018
GNB,P2O5,NA,No,2019
GNB,K2O,NA,No,2010
GNB,K2O,NA,No,2011
GNB,K2O,NA,No,2012
GNB,K2O,NA,No,2013
GNB,K2O,NA,No,2014
GNB,K2O,NA,No,2015
GNB,K2O,NA,No,2016
GNB,K2O,NA,No,2017
GNB,K2O,NA,No,2018
GNB,K2O,NA,No,2019
HTI,N,NA,No,2010
HTI,N,NA,No,2011
HTI,N,NA,No,2012
HTI,N,NA,No,2013
HTI,N,NA,No,2014
HTI,N,NA,No,2015
HTI,N,NA,No,2016
HTI,N,NA,No,2017
HTI,N,NA,No,2018
HTI,N,NA,No,2019
HTI,P2O5,NA,No,2010
HTI,P2O5,NA,No,2011
HTI,P2O5,NA,No,2012
HTI,P2O5,NA,No,2013
HTI,P2O5,NA,No,2014
HTI,P2O5,NA,No,2015
HTI,P2O5,NA,No,2016
HTI,P2O5,NA,No,2017
HTI,P2O5,NA,No,2018
HTI,P2O5,NA,No,2019
HTI,K2O,NA,No,2010
HTI,K2O,NA,No,2011
HTI,K2O,NA,No,2012
HTI,K2O,NA,No,2013
HTI,K2O,NA,No,2014
HTI,K2O,NA,No,2015
HTI,K2O,NA,No,2016
HTI,K2O,NA,No,2017
HTI,K2O,NA,No,2018
HTI,K2O,NA,No,2019
HKG,N,NA,No,2010
HKG,N,NA,No,2011
HKG,N,NA,No,2012
HKG,N,NA,No,2013
HKG,N,NA,No,2014
HKG,N,NA,No,2015
HKG,N,NA,No,2016
HKG,N,NA,No,2017
HKG,N,NA,No,2018
HKG,N,NA,No,2019
HKG,P2O5,NA,No,2010
HKG,P2O5,NA,No,2011
HKG,P2O5,NA,No,2012
HKG,P2O5,NA,No,2013
HKG,P2O5,NA,No,2014
HKG,P2O5,NA,No,2015
HKG,P2O5,NA,No,2016
HKG,P2O5,NA,No,2017
HKG,P2O5,NA,No,2018
HKG,P2O5,NA,No,2019
HKG,K2O,NA,No,2010
HKG,K2O,NA,No,2011
HKG,K2O,NA,No,2012
HKG,K2O,NA,No,2013
HKG,K2O,NA,No,2014
HKG,K2O,NA,No,2015
HKG,K2O,NA,No,2016
HKG,K2O,NA,No,2017
HKG,K2O,NA,No,2018
HKG,K2O,NA,No,2019
IMN,N,NA,No,2010
IMN,N,NA,No,2011
IMN,N,NA,No,2012
IMN,N,NA,No,2013
IMN,N,NA,No,2014
IMN,N,NA,No,2015
IMN,N,NA,No,2016
IMN,N,NA,No,2017
IMN,N,NA,No,2018
IMN,N,NA,No,2019
IMN,P2O5,NA,No,2010
IMN,P2O5,NA,No,2011
IMN,P2O5,NA,No,2012
IMN,P2O5,NA,No,2013
IMN,P2O5,NA,No,2014
IMN,P2O5,NA,No,2015
IMN,P2O5,NA,No,2016
IMN,P2O5,NA,No,2017
IMN,P2O5,NA,No,2018
IMN,P2O5,NA,No,2019
IMN,K2O,NA,No,2010
IMN,K2O,NA,No,2011
IMN,K2O,NA,No,2012
IMN,K2O,NA,No,2013
IMN,K2O,NA,No,2014
IMN,K2O,NA,No,2015
IMN,K2O,NA,No,2016
IMN,K2O,NA,No,2017
IMN,K2O,NA,No,2018
IMN,K2O,NA,No,2019
JEY,N,NA,No,2010
JEY,N,NA,No,2011
JEY,N,NA,No,2012
JEY,N,NA,No,2013
JEY,N,NA,No,2014
JEY,N,NA,No,2015
JEY,N,NA,No,2016
JEY,N,NA,No,2017
JEY,N,NA,No,2018
JEY,N,NA,No,2019
JEY,P2O5,NA,No,2010
JEY,P2O5,NA,No,2011
JEY,P2O5,NA,No,2012
JEY,P2O5,NA,No,2013
JEY,P2O5,NA,No,2014
JEY,P2O5,NA,No,2015
JEY,P2O5,NA,No,2016
JEY,P2O5,NA,No,2017
JEY,P2O5,NA,No,2018
JEY,P2O5,NA,No,2019
JEY,K2O,NA,No,2010
JEY,K2O,NA,No,2011
JEY,K2O,NA,No,2012
JEY,K2O,NA,No,2013
