iso3c,production,reported_by_fao,year,country_application,nutrient,nearest,method,gapfilled
GUM,2163.8583984375,No,2011,57.28,K2O,57.28,none,0
PYF,1880.0881591588259,Yes,2011,232,K2O,PYF,none,0
VCT,1753.1834526062012,No,2011,232,K2O,232,none,0
ATG,1300.8822555541992,Yes,2011,2,K2O,ATG,none,0
MSR,597.2594909667969,No,2011,14,K2O,14,none,0
FSM,377.7010202407837,No,2011,14,K2O,14,none,0
NIU,365.32257080078125,No,2011,14,K2O,14,none,0
KIR,362.8517019748688,No,2011,14,K2O,14,none,0
PSE,259.6483723522413,No,2011,14,K2O,14,none,0
KNA,254.51612854003903,Yes,2011,14,K2O,KNA,none,0
VGB,169.47203826904297,No,2011,14,K2O,14,none,0
AND,124.50000250339507,No,2011,10,K2O,10,none,0
ESH,124.03519773483276,No,2011,10,K2O,10,none,0
WLF,74.63145104050636,No,2011,10,K2O,10,none,0
SYC,51.590001583099365,Yes,2011,10,K2O,SYC,none,0
CYM,18.799999237060547,No,2011,6,K2O,6,none,0
HKG,7.1721498655297875,No,2011,5.82,K2O,6,none,0
ABW,0,No,2011,6,K2O,6,none,0
AIA,0,No,2011,6,K2O,6,none,0
ASM,0,No,2011,6,K2O,6,none,0
BES,0,No,2011,6,K2O,6,none,0
BLM,0,No,2011,6,K2O,6,none,0
CCK,0,No,2011,6,K2O,6,none,0
COK,0,Yes,2011,6,K2O,COK,none,0
COM,0,No,2011,6,K2O,6,none,0
CPV,0,No,2011,6,K2O,6,none,0
CUW,0,No,2011,6,K2O,6,none,0
FLK,0,No,2011,6,K2O,6,none,0
FRO,0,No,2011,5.148,K2O,6,none,0
GIB,0,No,2011,5.148,K2O,6,none,0
GRL,0,No,2011,6,K2O,6,none,0
IMN,0,No,2011,6,K2O,6,none,0
IOT,0,No,2011,6,K2O,6,none,0
LIE,0,No,2011,6,K2O,6,none,0
MAC,0,No,2011,5.82,K2O,6,none,0
MAF,0,No,2011,6,K2O,6,none,0
MCO,0,No,2011,6,K2O,6,none,0
MDV,0,Yes,2011,31,K2O,MDV,none,0
MHL,0,No,2011,6,K2O,6,none,0
MNP,0,No,2011,6,K2O,6,none,0
MYT,0,No,2011,6,K2O,6,none,0
NFK,0,No,2011,6,K2O,6,none,0
PCN,0,No,2011,6,K2O,6,none,0
PLW,0,No,2011,6,K2O,6,none,0
REU,0,No,2011,6,K2O,6,none,0
SHN,0,No,2011,6,K2O,6,none,0
SJM,0,No,2011,5.148,K2O,6,none,0
SMR,0,No,2011,6,K2O,6,none,0
SPM,0,No,2011,6,K2O,6,none,0
SXM,0,No,2011,6,K2O,6,none,0
TCA,0,No,2011,6,K2O,6,none,0
TKL,0,No,2011,6,K2O,6,none,0
TUV,0,No,2011,6,K2O,6,none,0
VIR,0,No,2011,6,K2O,6,none,0
WSM,0,Yes,2011,6,K2O,WSM,none,0
CHN,2267414909.013471,Yes,2012,8940517.0242,K2O,CHN,none,0
USA,1685696968.1634908,Yes,2012,4099979.8866,K2O,USA,none,0
IND,1298334009.3600392,Yes,2012,2061800,K2O,IND,none,0
RUS,393538249.3994526,Yes,2012,268029,K2O,RUS,none,0
DEU,370973013.91670436,Yes,2012,361254.036,K2O,DEU,none,0
IDN,342701278.9558128,Yes,2012,1490000,K2O,IDN,none,0
FRA,331406239.8252842,Yes,2012,412009.026,K2O,FRA,none,0
PAK,305394562.04671705,Yes,2012,19427,K2O,PAK,none,0
AUS,294279917.9619316,Yes,2012,126734.40375999999,K2O,AUS,none,0
EGY,276096501.37281895,Yes,2012,60000,K2O,EGY,none,0
BRA,265053819.25387812,Yes,2012,4554488.979599999,K2O,BRA,none,0
THA,250650979.07415372,Yes,2012,446229,K2O,THA,none,0
MEX,244714768.83693212,Yes,2012,211856.09,K2O,MEX,none,0
CAN,213816256.9340958,Yes,2012,356000,K2O,CAN,none,0
ARG,200824807.52287441,Yes,2012,41996,K2O,ARG,none,0
VNM,175531253.24923196,Yes,2012,499625.75,K2O,VNM,none,0
UKR,169486497.68667194,Yes,2012,191080.4,K2O,UKR,none,0
IRN,129910329.12320079,Yes,2012,26083.3745,K2O,IRN,none,0
ITA,127819881.1273082,Yes,2012,97812,K2O,ITA,none,0
ESP,124586547.10772365,Yes,2012,275281.578,K2O,ESP,none,0
PHL,122448932.7718554,Yes,2012,110000,K2O,PHL,none,0
BGD,117668736.34127656,Yes,2012,367800,K2O,BGD,none,0
MYS,113914676.43505079,Yes,2012,778586.38,K2O,MYS,none,0
GBR,109019734.02652495,Yes,2012,222222,K2O,GBR,none,0
POL,107416258.81941463,Yes,2012,334791.6,K2O,POL,none,0
JPN,100319549.95629139,Yes,2012,306354.5,K2O,JPN,none,0
COL,79846359.37517765,Yes,2012,274725.74,K2O,COL,none,0
TUR,76049183.09535167,Yes,2012,101233,K2O,TUR,none,0
NLD,70788056.33485001,Yes,2012,33462,K2O,NLD,none,0
ROU,67355533.9592786,Yes,2012,30007.692,K2O,ROU,none,0
UZB,66272017.93972518,Yes,2012,44680.585,K2O,UZB,none,0
GTM,56733102.49160689,Yes,2012,33517.43,K2O,GTM,none,0
ZAF,56112834.05497494,Yes,2012,119288,K2O,ZAF,none,0
PER,51883022.74158923,Yes,2012,49884,K2O,PER,none,0
MMR,47367605.74191096,Yes,2012,15999.95,K2O,MMR,none,0
BLR,47182114.28745654,Yes,2012,666027.75,K2O,BLR,none,0
DNK,44849307.75908263,Yes,2012,40326,K2O,DNK,none,0
MAR,44230673.90954738,Yes,2012,23977,K2O,MAR,none,0
PRY,40807672.72664807,Yes,2012,116830.63,K2O,PRY,none,0
BEL,37881620.430979386,Yes,2012,63221.73,K2O,BEL,none,0
SWE,37143224.497521594,Yes,2012,22213.62,K2O,SWE,none,0
ECU,36358870.95008872,Yes,2012,85274.02,K2O,ECU,none,0
CHL,35358705.215926774,Yes,2012,80750,K2O,CHL,none,0
HUN,33193416.77833699,Yes,2012,56737.824,K2O,HUN,none,0
KOR,33154489.12534804,Yes,2012,157484.25,K2O,KOR,none,0
DZA,32143603.141003493,Yes,2012,30000,K2O,DZA,none,0
GRC,31918293.246788524,Yes,2012,39468,K2O,GRC,none,0
KAZ,29929723.955679696,Yes,2012,3609,K2O,KAZ,none,0
CZE,29788124.38627481,Yes,2012,19104.228,K2O,CZE,none,0
PRT,28506095.278970405,Yes,2012,25327.302,K2O,PRT,none,0
NPL,26876323.37709631,Yes,2012,1344,K2O,NPL,none,0
CUB,26294904.08919849,Yes,2012,47868.79,K2O,CUB,none,0
GHA,24756986.966226343,Yes,2012,50851,K2O,GHA,none,0
SRB,22487966.389169283,Yes,2012,53609.6360297488,K2O,SRB,none,0
NGA,22359247.217234705,Yes,2012,53434.31,K2O,NGA,none,0
ETH,22181941.102866244,Yes,2012,178.16,K2O,ETH,none,0
LVA,20371689.546484135,Yes,2012,19607.874,K2O,LVA,none,0
SDN,19222229.623063345,Yes,2012,1790.5,K2O,SDN,none,0
TZA,19013640.007680494,Yes,2012,8009,K2O,TZA,none,0
AUT,18718651.40663913,Yes,2012,27866.124,K2O,AUT,none,0
NIC,17610256.38688291,Yes,2012,1743,K2O,NIC,none,0
PRK,17014139.914172295,No,2012,1743,K2O,1743,none,0
VEN,15907817.17073627,Yes,2012,135899.04,K2O,VEN,none,0
TWN,15451483.585332446,Yes,2012,118402.65,K2O,TWN,none,0
AZE,14907447.192262892,Yes,2012,2582,K2O,AZE,none,0
CHE,14525092.945975028,Yes,2012,15852.7,K2O,CHE,none,0
FIN,14055662.784255108,Yes,2012,26651.196,K2O,FIN,none,0
NZL,13942387.220853884,Yes,2012,18081.045999999988,K2O,NZL,none,0
KGZ,13692151.529250788,Yes,2012,41,K2O,KGZ,none,0
CMR,13637400.23891997,Yes,2012,23359.66,K2O,CMR,none,0
KHM,13595715.82186319,Yes,2012,4718.72,K2O,KHM,none,0
CIV,12955457.408819854,Yes,2012,26895.86,K2O,CIV,none,0
HND,12780212.949240863,Yes,2012,16134.39,K2O,HND,none,0
SAU,12683449.049103377,Yes,2012,10000,K2O,SAU,none,0
MLI,12463161.338653237,Yes,2012,0,K2O,MLI,none,0
LTU,12354101.599334715,Yes,2012,42900,K2O,LTU,none,0
TUN,12035264.377723213,Yes,2012,5000,K2O,TUN,none,0
MDG,11867310.836907458,Yes,2012,2015.75,K2O,MDG,none,0
LAO,11740312.049463883,No,2012,2015.75,K2O,2015.75,none,0
AGO,11316164.06115643,Yes,2012,14349.78,K2O,AGO,none,0
SVK,11271125.355770351,Yes,2012,12667.512,K2O,SVK,none,0
LKA,11254375.594190333,Yes,2012,40711.14,K2O,LKA,none,0
AFG,11103174.046912694,Yes,2012,196.78,K2O,AFG,none,0
KEN,10772148.531103551,Yes,2012,22926.29,K2O,KEN,none,0
NOR,10740117.096851815,Yes,2012,38506,K2O,NOR,none,0
TKM,10726360.416745638,No,2012,38506,K2O,38506,none,0
SYR,10559246.660225878,Yes,2012,374.3,K2O,SYR,none,0
ISR,10317064.779519146,Yes,2012,28400,K2O,ISR,none,0
DOM,10152260.896133812,Yes,2012,4418,K2O,DOM,none,0
TJK,9741323.549771942,Yes,2012,175.8,K2O,TJK,none,0
YEM,9554599.044593014,Yes,2012,2185.85,K2O,YEM,none,0
SWZ,9477485.681020593,No,2012,2185.85,K2O,2185.85,none,0
IRL,9129797.634830145,Yes,2012,95902.95,K2O,IRL,none,0
MWI,8903642.548293917,Yes,2012,13468.18,K2O,MWI,none,0
SLV,8782144.894177927,Yes,2012,10435.51,K2O,SLV,none,0
BOL,8670978.747869343,Yes,2012,4515.82,K2O,BOL,none,0
MDA,8538527.205399537,Yes,2012,2200,K2O,MDA,none,0
BGR,7926581.878972925,Yes,2012,20592,K2O,BGR,none,0
URY,7816526.595472928,Yes,2012,14686.57,K2O,URY,none,0
EST,7745325.367166781,Yes,2012,9057.906,K2O,EST,none,0
IRQ,7661246.997111124,Yes,2012,2808.61,K2O,IRQ,none,0
HRV,7451541.9081978705,Yes,2012,28974.66,K2O,HRV,none,0
ZMB,7340673.0285031125,Yes,2012,18172.4,K2O,ZMB,none,0
ZWE,7083056.152574739,Yes,2012,12000,K2O,ZWE,none,0
CRI,6996794.074496098,Yes,2012,38140.21,K2O,CRI,none,0
COD,6643288.819602948,Yes,2012,575.64,K2O,COD,none,0
BEN,6277503.905782782,Yes,2012,8909.12,K2O,BEN,none,0
UGA,6191792.702472046,Yes,2012,3078.93,K2O,UGA,none,0
ALB,6057152.999387405,Yes,2012,504.9,K2O,ALB,none,0
MOZ,5544543.034773104,Yes,2012,4330.98,K2O,MOZ,none,0
NER,5324185.605239309,Yes,2012,1841.24,K2O,NER,none,0
PNG,5249871.930766702,Yes,2012,14695.65,K2O,PNG,none,0
ARM,5225264.465244473,Yes,2012,514.2,K2O,ARM,none,0
GUY,4954922.981898397,Yes,2012,840.77,K2O,GUY,none,0
SEN,4899747.942125075,Yes,2012,6800,K2O,SEN,none,0
HTI,4721179.39972458,No,2012,6800,K2O,6800,none,0
BIH,4210665.446934637,Yes,2012,9811.86,K2O,BIH,none,0
BFA,3923855.232149631,Yes,2012,17141.47,K2O,BFA,none,0
JOR,3895682.771797947,Yes,2012,7000,K2O,JOR,none,0
LBN,3502117.49785091,Yes,2012,5361.71,K2O,LBN,none,0
MUS,3487113.817627549,Yes,2012,6933.3,K2O,MUS,none,0
ARE,3460651.270073656,Yes,2012,8100,K2O,ARE,none,0
LBY,3425715.4297097246,Yes,2012,815,K2O,LBY,none,0
PAN,3267217.61708053,Yes,2012,9482.07,K2O,PAN,none,0
BDI,2748742.92866233,Yes,2012,712.51,K2O,BDI,none,0
SVN,2525702.7958724904,Yes,2012,9269.832,K2O,SVN,none,0
RWA,2396067.7596552595,Yes,2012,668.9,K2O,RWA,none,0
OMN,2233642.493901007,Yes,2012,6176.61,K2O,OMN,none,0
GIN,2037378.3660401627,Yes,2012,1743.64,K2O,GIN,none,0
JAM,1927771.3420681953,Yes,2012,401,K2O,JAM,none,0
GEO,1714112.967168633,Yes,2012,781.02,K2O,GEO,none,0
MKD,1678187.252377656,Yes,2012,3445.26,K2O,MKD,none,0
TCD,1631199.0443771405,No,2012,3445.26,K2O,3445.26,none,0
XKO,1505488.8990551075,No,2012,1315,K2O,1315,none,0
LUX,1461422.4844591722,Yes,2012,1128.27,K2O,LUX,none,0
MNE,1338660.950568848,Yes,2012,400.24,K2O,MNE,none,0
TGO,1158866.0873362347,Yes,2012,990,K2O,TGO,none,0
SOM,1038368.1028475016,No,2012,3162,K2O,3162,none,0
CYP,1030471.4808870537,Yes,2012,2712.996,K2O,CYP,none,0
SLE,1028081.6690776274,No,2012,3162,K2O,3162,none,0
FJI,1011223.8870821148,Yes,2012,426.14,K2O,FJI,none,0
SUR,878341.9295825958,Yes,2012,1969.87,K2O,SUR,none,0
COG,817013.5914447829,Yes,2012,344,K2O,COG,none,0
MNG,708403.239158292,Yes,2012,5.19,K2O,MNG,none,0
GNB,582822.1520262472,No,2012,1085.79,K2O,1085.79,none,0
GAB,472134.8084433824,Yes,2012,1085.79,K2O,GAB,none,0
MRT,465262.4154650011,No,2012,1085.79,K2O,1085.79,none,0
LBR,403184.49088207074,No,2012,1200,K2O,1200,none,0
QAT,368794.1200319603,Yes,2012,1200,K2O,QAT,none,0
TLS,345131.65923787653,No,2012,2513.17,K2O,2513.17,none,0
KWT,329516.8733068891,Yes,2012,2513.17,K2O,KWT,none,0
CAF,311807.46240679733,Yes,2012,218.4,K2O,CAF,none,0
BTN,211961.66956338336,Yes,2012,122.88,K2O,BTN,none,0
GMB,164120.41320878267,Yes,2012,377.34,K2O,GMB,none,0
ERI,157223.43264709655,Yes,2012,2.94,K2O,ERI,none,0
XMI,147685.73278356518,Yes,2012,0,K2O,XMI,none,0
SSD,121669.49473145345,No,2012,0,K2O,0,none,0
CXR,112599.20039215684,No,2012,1361.86,K2O,1361.86,none,0
ALA,90919.16266685673,No,2012,1168.47588,K2O,1361.86,none,0
LSO,88594.53884182841,No,2012,1361.86,K2O,1361.86,none,0
BLZ,83628.44249719381,Yes,2012,1361.86,K2O,BLZ,none,0
BHR,81095.11913231015,Yes,2012,145.5,K2O,BHR,none,0
MLT,69660.46047009453,Yes,2012,73.88238,K2O,MLT,none,0
"NAM",66674.56633578241,Yes,2012,557.74,K2O,"NAM",none,0
BRN,38542.701472287066,Yes,2012,81,K2O,BRN,none,0
TTO,36921.29870283604,Yes,2012,600,K2O,TTO,none,0
GNQ,35972.30806827545,No,2012,600,K2O,600,none,0
PRI,28662.257500866424,No,2012,224,K2O,224,none,0
GUF,26967.58330526948,No,2012,224,K2O,224,none,0
BWA,24817.926067456105,Yes,2012,224,K2O,BWA,none,0
GLP,23751.10955373943,No,2012,224,K2O,224,none,0
DJI,22681.95148062706,No,2012,224,K2O,224,none,0
GRD,21957.41449737549,No,2012,224,K2O,224,none,0
SGP,20506.614683747295,No,2012,249.68,K2O,249.68,none,0
SLB,17624.222730457783,No,2012,249.68,K2O,249.68,none,0
MTQ,17572.376029849052,No,2012,249.68,K2O,249.68,none,0
VUT,16904.80774780363,No,2012,249.68,K2O,249.68,none,0
BHS,16526.3634185791,Yes,2012,249.68,K2O,BHS,none,0
ISL,8912.380160093307,Yes,2012,4928,K2O,ISL,none,0
NCL,7881.618533998728,Yes,2012,377.71,K2O,NCL,none,0
JEY,6522.582320484483,No,2012,150.22,K2O,150.22,none,0
BRB,5771.393712043762,Yes,2012,150.22,K2O,BRB,none,0
GGY,5565.868829096662,Yes,2012,0,K2O,GGY,none,0
DMA,5268.732059001923,Yes,2012,194.41,K2O,DMA,none,0
LCA,3284.654992580414,Yes,2012,235.97,K2O,LCA,none,0
STP,2771.982379555702,No,2012,44.29,K2O,44.29,none,0
TON,2357.369364261627,Yes,2012,44.29,K2O,TON,none,0
GUM,2163.8583984375,No,2012,44.29,K2O,44.29,none,0
PYF,1880.0881591588259,Yes,2012,192.43,K2O,PYF,none,0
VCT,1753.1834526062012,No,2012,192.43,K2O,192.43,none,0
ATG,1300.8822555541992,Yes,2012,4.33,K2O,ATG,none,0
MSR,597.2594909667969,No,2012,14,K2O,14,none,0
FSM,377.7010202407837,No,2012,14,K2O,14,none,0
NIU,365.32257080078125,No,2012,14,K2O,14,none,0
KIR,362.8517019748688,No,2012,14,K2O,14,none,0
PSE,259.6483723522413,No,2012,14,K2O,14,none,0
KNA,254.51612854003903,Yes,2012,14,K2O,KNA,none,0
VGB,169.47203826904297,No,2012,14,K2O,14,none,0
AND,124.50000250339507,No,2012,14.91,K2O,14.91,none,0
ESH,124.03519773483276,No,2012,14.91,K2O,14.91,none,0
WLF,74.63145104050636,No,2012,14.91,K2O,14.91,none,0
SYC,51.590001583099365,Yes,2012,14.91,K2O,SYC,none,0
CYM,18.799999237060547,No,2012,5.34,K2O,5.34,none,0
HKG,7.1721498655297875,No,2012,5.1798,K2O,5.34,none,0
ABW,0,No,2012,5.34,K2O,5.34,none,0
AIA,0,No,2012,5.34,K2O,5.34,none,0
ASM,0,No,2012,5.34,K2O,5.34,none,0
BES,0,No,2012,5.34,K2O,5.34,none,0
BLM,0,No,2012,5.34,K2O,5.34,none,0
CCK,0,No,2012,5.34,K2O,5.34,none,0
COK,0,Yes,2012,5.34,K2O,COK,none,0
COM,0,No,2012,5.34,K2O,5.34,none,0
CPV,0,No,2012,5.34,K2O,5.34,none,0
CUW,0,No,2012,5.34,K2O,5.34,none,0
FLK,0,No,2012,5.34,K2O,5.34,none,0
FRO,0,No,2012,4.58172,K2O,5.34,none,0
GIB,0,No,2012,4.58172,K2O,5.34,none,0
GRL,0,No,2012,5.34,K2O,5.34,none,0
IMN,0,No,2012,5.34,K2O,5.34,none,0
IOT,0,No,2012,5.34,K2O,5.34,none,0
LIE,0,No,2012,5.34,K2O,5.34,none,0
MAC,0,No,2012,5.1798,K2O,5.34,none,0
MAF,0,No,2012,5.34,K2O,5.34,none,0
MCO,0,No,2012,5.34,K2O,5.34,none,0
MDV,0,Yes,2012,112.28,K2O,MDV,none,0
MHL,0,No,2012,5.34,K2O,5.34,none,0
MNP,0,No,2012,5.34,K2O,5.34,none,0
MYT,0,No,2012,5.34,K2O,5.34,none,0
NFK,0,No,2012,5.34,K2O,5.34,none,0
NRU,0,Yes,2012,0,K2O,NRU,none,0
PCN,0,No,2012,5.34,K2O,5.34,none,0
PLW,0,No,2012,5.34,K2O,5.34,none,0
REU,0,No,2012,5.34,K2O,5.34,none,0
SHN,0,No,2012,5.34,K2O,5.34,none,0
SJM,0,No,2012,4.58172,K2O,5.34,none,0
SMR,0,No,2012,5.34,K2O,5.34,none,0
SPM,0,No,2012,5.34,K2O,5.34,none,0
SXM,0,No,2012,5.34,K2O,5.34,none,0
TCA,0,No,2012,5.34,K2O,5.34,none,0
TKL,0,No,2012,5.34,K2O,5.34,none,0
TUV,0,No,2012,5.34,K2O,5.34,none,0
VIR,0,No,2012,5.34,K2O,5.34,none,0
WSM,0,Yes,2012,1.2,K2O,WSM,none,0
CHN,2267414909.013471,Yes,2013,8533190.4823,K2O,CHN,none,0
USA,1685696968.1634908,Yes,2013,4442236.71812,K2O,USA,none,0
IND,1298334009.3600392,Yes,2013,2098900,K2O,IND,none,0
RUS,393538249.3994526,Yes,2013,249288.84,K2O,RUS,none,0
DEU,370973013.91670436,Yes,2013,392218.398,K2O,DEU,none,0
IDN,342701278.9558128,Yes,2013,1620000,K2O,IDN,none,0
FRA,331406239.8252842,Yes,2013,385646.976,K2O,FRA,none,0
PAK,305394562.04671705,Yes,2013,19849,K2O,PAK,none,0
AUS,294279917.9619316,Yes,2013,141233.32325999998,K2O,AUS,none,0
EGY,276096501.37281895,Yes,2013,70100,K2O,EGY,none,0
BRA,265053819.25387812,Yes,2013,5136357.76716,K2O,BRA,none,0
THA,250650979.07415372,Yes,2013,588638.89,K2O,THA,none,0
MEX,244714768.83693212,Yes,2013,217971.78,K2O,MEX,none,0
CAN,213816256.9340958,Yes,2013,328000,K2O,CAN,none,0
ARG,200824807.52287441,Yes,2013,38736,K2O,ARG,none,0
VNM,175531253.24923196,Yes,2013,626365.86,K2O,VNM,none,0
UKR,169486497.68667194,Yes,2013,209475,K2O,UKR,none,0
IRN,129910329.12320079,Yes,2013,4145.529,K2O,IRN,none,0
ITA,127819881.1273082,Yes,2013,95147.91,K2O,ITA,none,0
ESP,124586547.10772365,Yes,2013,304365.204,K2O,ESP,none,0
PHL,122448932.7718554,Yes,2013,142463.07,K2O,PHL,none,0
BGD,117668736.34127656,Yes,2013,342600,K2O,BGD,none,0
MYS,113914676.43505079,Yes,2013,845794.69,K2O,MYS,none,0
GBR,109019734.02652495,Yes,2013,229086,K2O,GBR,none,0
POL,107416258.81941463,Yes,2013,425396.4,K2O,POL,none,0
JPN,100319549.95629139,Yes,2013,302850.6,K2O,JPN,none,0
COL,79846359.37517765,Yes,2013,314452.53,K2O,COL,none,0
TUR,76049183.09535167,Yes,2013,105705,K2O,TUR,none,0
NLD,70788056.33485001,Yes,2013,24795.342,K2O,NLD,none,0
ROU,67355533.9592786,Yes,2013,28777.32,K2O,ROU,none,0
UZB,66272017.93972518,Yes,2013,68412.19,K2O,UZB,none,0
GTM,56733102.49160689,Yes,2013,44464.62,K2O,GTM,none,0
ZAF,56112834.05497494,Yes,2013,132756,K2O,ZAF,none,0
PER,51883022.74158923,Yes,2013,72210.4,K2O,PER,none,0
MMR,47367605.74191096,Yes,2013,12294.74,K2O,MMR,none,0
BLR,47182114.28745654,Yes,2013,631296.775,K2O,BLR,none,0
DNK,44849307.75908263,Yes,2013,57748.548,K2O,DNK,none,0
MAR,44230673.90954738,Yes,2013,43927,K2O,MAR,none,0
PRY,40807672.72664807,Yes,2013,140710.28,K2O,PRY,none,0
BEL,37881620.430979386,Yes,2013,60435.804000000004,K2O,BEL,none,0
SWE,37143224.497521594,Yes,2013,26648.622,K2O,SWE,none,0
ECU,36358870.95008872,Yes,2013,80659.57,K2O,ECU,none,0
CHL,35358705.215926774,Yes,2013,85850,K2O,CHL,none,0
HUN,33193416.77833699,Yes,2013,60937.734,K2O,HUN,none,0
KOR,33154489.12534804,Yes,2013,148893.75,K2O,KOR,none,0
DZA,32143603.141003493,Yes,2013,33000,K2O,DZA,none,0
GRC,31918293.246788524,Yes,2013,39974.22,K2O,GRC,none,0
KAZ,29929723.955679696,Yes,2013,3541,K2O,KAZ,none,0
CZE,29788124.38627481,Yes,2013,26069.472,K2O,CZE,none,0
PRT,28506095.278970405,Yes,2013,34802.196,K2O,PRT,none,0
NPL,26876323.37709631,Yes,2013,2431,K2O,NPL,none,0
CUB,26294904.08919849,Yes,2013,45079.28,K2O,CUB,none,0
GHA,24756986.966226343,Yes,2013,34330,K2O,GHA,none,0
SRB,22487966.389169283,Yes,2013,42860.0751232113,K2O,SRB,none,0
NGA,22359247.217234705,Yes,2013,18813.4,K2O,NGA,none,0
ETH,22181941.102866244,Yes,2013,249.56,K2O,ETH,none,0
LVA,20371689.546484135,Yes,2013,23559.822,K2O,LVA,none,0
SDN,19222229.623063345,Yes,2013,3323.48,K2O,SDN,none,0
TZA,19013640.007680494,Yes,2013,15456.39,K2O,TZA,none,0
AUT,18718651.40663913,Yes,2013,30522.492,K2O,AUT,none,0
NIC,17610256.38688291,Yes,2013,3393,K2O,NIC,none,0
PRK,17014139.914172295,No,2013,3393,K2O,3393,none,0
VEN,15907817.17073627,Yes,2013,154799.92,K2O,VEN,none,0
TWN,15451483.585332446,Yes,2013,123082.65,K2O,TWN,none,0
AZE,14907447.192262892,Yes,2013,3027,K2O,AZE,none,0
CHE,14525092.945975028,Yes,2013,18183.23,K2O,CHE,none,0
FIN,14055662.784255108,Yes,2013,26179.296000000002,K2O,FIN,none,0
NZL,13942387.220853884,Yes,2013,16939.085199999987,K2O,NZL,none,0
KGZ,13692151.529250788,Yes,2013,28,K2O,KGZ,none,0
CMR,13637400.23891997,Yes,2013,15108.08,K2O,CMR,none,0
KHM,13595715.82186319,Yes,2013,2786.51,K2O,KHM,none,0
CIV,12955457.408819854,Yes,2013,39042.04,K2O,CIV,none,0
HND,12780212.949240863,Yes,2013,29688.83,K2O,HND,none,0
SAU,12683449.049103377,Yes,2013,23700,K2O,SAU,none,0
MLI,12463161.338653237,Yes,2013,6504.28,K2O,MLI,none,0
LTU,12354101.599334715,Yes,2013,44865.678,K2O,LTU,none,0
TUN,12035264.377723213,Yes,2013,16100,K2O,TUN,none,0
MDG,11867310.836907458,Yes,2013,1911.6,K2O,MDG,none,0
LAO,11740312.049463883,No,2013,1911.6,K2O,1911.6,none,0
AGO,11316164.06115643,Yes,2013,15509.19,K2O,AGO,none,0
SVK,11271125.355770351,Yes,2013,12667.512,K2O,SVK,none,0
LKA,11254375.594190333,Yes,2013,54552.06,K2O,LKA,none,0
AFG,11103174.046912694,Yes,2013,88.11,K2O,AFG,none,0
KEN,10772148.531103551,Yes,2013,23838.48,K2O,KEN,none,0
NOR,10740117.096851815,Yes,2013,39240,K2O,NOR,none,0
TKM,10726360.416745638,No,2013,39240,K2O,39240,none,0
SYR,10559246.660225878,Yes,2013,536.63,K2O,SYR,none,0
ISR,10317064.779519146,Yes,2013,30000,K2O,ISR,none,0
DOM,10152260.896133812,Yes,2013,3259,K2O,DOM,none,0
TJK,9741323.549771942,Yes,2013,165.65,K2O,TJK,none,0
YEM,9554599.044593014,Yes,2013,1196.1,K2O,YEM,none,0
SWZ,9477485.681020593,No,2013,1196.1,K2O,1196.1,none,0
IRL,9129797.634830145,Yes,2013,96959.148,K2O,IRL,none,0
MWI,8903642.548293917,Yes,2013,19392.23,K2O,MWI,none,0
SLV,8782144.894177927,Yes,2013,14973.23,K2O,SLV,none,0
BOL,8670978.747869343,Yes,2013,4475.19,K2O,BOL,none,0
MDA,8538527.205399537,Yes,2013,2500,K2O,MDA,none,0
BGR,7926581.878972925,Yes,2013,30191.304,K2O,BGR,none,0
URY,7816526.595472928,Yes,2013,119734.5,K2O,URY,none,0
EST,7745325.367166781,Yes,2013,10054.044,K2O,EST,none,0
IRQ,7661246.997111124,Yes,2013,4037.86,K2O,IRQ,none,0
HRV,7451541.9081978705,Yes,2013,29458.572,K2O,HRV,none,0
ZMB,7340673.0285031125,Yes,2013,10252.05,K2O,ZMB,none,0
ZWE,7083056.152574739,Yes,2013,15200,K2O,ZWE,none,0
CRI,6996794.074496098,Yes,2013,29570.2,K2O,CRI,none,0
COD,6643288.819602948,Yes,2013,1904.06,K2O,COD,none,0
BEN,6277503.905782782,Yes,2013,4212.43,K2O,BEN,none,0
UGA,6191792.702472046,Yes,2013,3146.88,K2O,UGA,none,0
ALB,6057152.999387405,Yes,2013,792,K2O,ALB,none,0
MOZ,5544543.034773104,Yes,2013,4154.23,K2O,MOZ,none,0
NER,5324185.605239309,Yes,2013,1262.66,K2O,NER,none,0
PNG,5249871.930766702,Yes,2013,12760.81,K2O,PNG,none,0
ARM,5225264.465244473,Yes,2013,39.3,K2O,ARM,none,0
GUY,4954922.981898397,Yes,2013,4265.56,K2O,GUY,none,0
SEN,4899747.942125075,Yes,2013,7600,K2O,SEN,none,0
HTI,4721179.39972458,No,2013,7600,K2O,7600,none,0
BIH,4210665.446934637,Yes,2013,8708.78,K2O,BIH,none,0
BFA,3923855.232149631,Yes,2013,22096.51,K2O,BFA,none,0
JOR,3895682.771797947,Yes,2013,3292,K2O,JOR,none,0
LBN,3502117.49785091,Yes,2013,7628.83,K2O,LBN,none,0
MUS,3487113.817627549,Yes,2013,7729.22,K2O,MUS,none,0
ARE,3460651.270073656,Yes,2013,17700,K2O,ARE,none,0
LBY,3425715.4297097246,Yes,2013,795,K2O,LBY,none,0
PAN,3267217.61708053,Yes,2013,9884.34,K2O,PAN,none,0
BDI,2748742.92866233,Yes,2013,424.33,K2O,BDI,none,0
