iso3c,year,nutrient,country_application
CUW,2016,N,0
CUW,2016,P2O5,0
CUW,2017,K2O,0
CUW,2017,N,0
CUW,2017,P2O5,0
CUW,2018,K2O,0
CUW,2018,N,0
CUW,2018,P2O5,0
CUW,2019,K2O,0
CUW,2019,N,0
CUW,2019,P2O5,0
CXR,2010,K2O,0
CXR,2010,N,0
CXR,2010,P2O5,0
CXR,2011,K2O,0
CXR,2011,N,0
CXR,2011,P2O5,0
CXR,2012,K2O,0
CXR,2012,N,0
CXR,2012,P2O5,0
CXR,2013,K2O,0
CXR,2013,N,0
CXR,2013,P2O5,0
CXR,2014,K2O,0
CXR,2014,N,0
CXR,2014,P2O5,0
CXR,2015,K2O,0
CXR,2015,N,0
CXR,2015,P2O5,0
CXR,2016,K2O,0
CXR,2016,N,0
CXR,2016,P2O5,0
CXR,2017,K2O,0
CXR,2017,N,0
CXR,2017,P2O5,0
CXR,2018,K2O,0
CXR,2018,N,0
CXR,2018,P2O5,0
CXR,2019,K2O,0
CXR,2019,N,0
CXR,2019,P2O5,0
CYM,2010,K2O,0
CYM,2010,N,0
CYM,2010,P2O5,0
CYM,2011,K2O,0
CYM,2011,N,0
CYM,2011,P2O5,0
CYM,2012,K2O,0
CYM,2012,N,0
CYM,2012,P2O5,0
CYM,2013,K2O,0
CYM,2013,N,0
CYM,2013,P2O5,0
CYM,2014,K2O,0
CYM,2014,N,0
CYM,2014,P2O5,0
CYM,2015,K2O,0
CYM,2015,N,0
CYM,2015,P2O5,0
CYM,2016,K2O,0
CYM,2016,N,0
CYM,2016,P2O5,0
CYM,2017,K2O,0
CYM,2017,N,0
CYM,2017,P2O5,0
CYM,2018,K2O,0
CYM,2018,N,0
CYM,2018,P2O5,0
CYM,2019,K2O,0
CYM,2019,N,0
CYM,2019,P2O5,0
DJI,2010,K2O,0
DJI,2010,N,0
DJI,2010,P2O5,0
DJI,2011,K2O,0
DJI,2011,N,0
DJI,2011,P2O5,0
DJI,2012,K2O,0
DJI,2012,N,0
DJI,2012,P2O5,0
DJI,2013,K2O,0
DJI,2013,N,0
DJI,2013,P2O5,0
DJI,2014,K2O,0
DJI,2014,N,0
DJI,2014,P2O5,0
DJI,2015,K2O,0
DJI,2015,N,0
DJI,2015,P2O5,0
DJI,2016,K2O,0
DJI,2016,N,0
DJI,2016,P2O5,0
DJI,2017,K2O,0
DJI,2017,N,0
DJI,2017,P2O5,0
DJI,2018,K2O,0
DJI,2018,N,0
DJI,2018,P2O5,0
DJI,2019,K2O,0
DJI,2019,N,0
DJI,2019,P2O5,0
ESH,2010,K2O,0
ESH,2010,N,0
ESH,2010,P2O5,0
ESH,2011,K2O,0
ESH,2011,N,0
ESH,2011,P2O5,0
ESH,2012,K2O,0
ESH,2012,N,0
ESH,2012,P2O5,0
ESH,2013,K2O,0
ESH,2013,N,0
ESH,2013,P2O5,0
ESH,2014,K2O,0
ESH,2014,N,0
ESH,2014,P2O5,0
ESH,2015,K2O,0
ESH,2015,N,0
ESH,2015,P2O5,0
ESH,2016,K2O,0
ESH,2016,N,0
ESH,2016,P2O5,0
ESH,2017,K2O,0
ESH,2017,N,0
ESH,2017,P2O5,0
ESH,2018,K2O,0
ESH,2018,N,0
ESH,2018,P2O5,0
ESH,2019,K2O,0
ESH,2019,N,0
ESH,2019,P2O5,0
FLK,2010,K2O,0
FLK,2010,N,0
FLK,2010,P2O5,0
FLK,2011,K2O,0
FLK,2011,N,0
FLK,2011,P2O5,0
FLK,2012,K2O,0
FLK,2012,N,0
FLK,2012,P2O5,0
FLK,2013,K2O,0
FLK,2013,N,0
FLK,2013,P2O5,0
FLK,2014,K2O,0
FLK,2014,N,0
FLK,2014,P2O5,0
FLK,2015,K2O,0
FLK,2015,N,0
FLK,2015,P2O5,0
FLK,2016,K2O,0
FLK,2016,N,0
FLK,2016,P2O5,0
FLK,2017,K2O,0
FLK,2017,N,0
FLK,2017,P2O5,0
FLK,2018,K2O,0
FLK,2018,N,0
FLK,2018,P2O5,0
FLK,2019,K2O,0
FLK,2019,N,0
FLK,2019,P2O5,0
FRO,2010,K2O,0
FRO,2010,N,0
FRO,2010,P2O5,0
FRO,2011,K2O,0
FRO,2011,N,0
FRO,2011,P2O5,0
FRO,2012,K2O,0
FRO,2012,N,0
FRO,2012,P2O5,0
FRO,2013,K2O,0
FRO,2013,N,0
FRO,2013,P2O5,0
FRO,2014,K2O,0
FRO,2014,N,0
FRO,2014,P2O5,0
FRO,2015,K2O,0
FRO,2015,N,0
FRO,2015,P2O5,0
FRO,2016,K2O,0
FRO,2016,N,0
FRO,2016,P2O5,0
FRO,2017,K2O,0
FRO,2017,N,0
FRO,2017,P2O5,0
FRO,2018,K2O,0
FRO,2018,N,0
FRO,2018,P2O5,0
FRO,2019,K2O,0
FRO,2019,N,0
FRO,2019,P2O5,0
FSM,2010,K2O,0
FSM,2010,N,0
FSM,2010,P2O5,0
FSM,2011,K2O,0
FSM,2011,N,0
FSM,2011,P2O5,0
FSM,2012,K2O,0
FSM,2012,N,0
FSM,2012,P2O5,0
FSM,2013,K2O,0
FSM,2013,N,0
FSM,2013,P2O5,0
FSM,2014,K2O,0
FSM,2014,N,0
FSM,2014,P2O5,0
FSM,2015,K2O,0
FSM,2015,N,0
FSM,2015,P2O5,0
FSM,2016,K2O,0
FSM,2016,N,0
FSM,2016,P2O5,0
FSM,2017,K2O,0
FSM,2017,N,0
FSM,2017,P2O5,0
FSM,2018,K2O,0
FSM,2018,N,0
FSM,2018,P2O5,0
FSM,2019,K2O,0
FSM,2019,N,0
FSM,2019,P2O5,0
GIB,2010,K2O,0
GIB,2010,N,0
GIB,2010,P2O5,0
GIB,2011,K2O,0
GIB,2011,N,0
GIB,2011,P2O5,0
GIB,2012,K2O,0
GIB,2012,N,0
GIB,2012,P2O5,0
GIB,2013,K2O,0
GIB,2013,N,0
GIB,2013,P2O5,0
GIB,2014,K2O,0
GIB,2014,N,0
GIB,2014,P2O5,0
GIB,2015,K2O,0
GIB,2015,N,0
GIB,2015,P2O5,0
GIB,2016,K2O,0
GIB,2016,N,0
GIB,2016,P2O5,0
GIB,2017,K2O,0
GIB,2017,N,0
GIB,2017,P2O5,0
GIB,2018,K2O,0
GIB,2018,N,0
GIB,2018,P2O5,0
GIB,2019,K2O,0
GIB,2019,N,0
GIB,2019,P2O5,0
GLP,2010,K2O,0
GLP,2010,N,0
GLP,2010,P2O5,0
GLP,2011,K2O,0
GLP,2011,N,0
GLP,2011,P2O5,0
GLP,2012,K2O,0
GLP,2012,N,0
GLP,2012,P2O5,0
GLP,2013,K2O,0
GLP,2013,N,0
GLP,2013,P2O5,0
GLP,2014,K2O,0
GLP,2014,N,0
GLP,2014,P2O5,0
GLP,2015,K2O,0
GLP,2015,N,0
GLP,2015,P2O5,0
GLP,2016,K2O,0
GLP,2016,N,0
GLP,2016,P2O5,0
GLP,2017,K2O,0
GLP,2017,N,0
GLP,2017,P2O5,0
GLP,2018,K2O,0
GLP,2018,N,0
GLP,2018,P2O5,0
GLP,2019,K2O,0
GLP,2019,N,0
GLP,2019,P2O5,0
GNB,2010,K2O,0
GNB,2010,N,0
GNB,2010,P2O5,0
GNB,2011,K2O,0
GNB,2011,N,0
GNB,2011,P2O5,0
GNB,2012,K2O,0
GNB,2012,N,0
GNB,2012,P2O5,0
GNB,2013,K2O,0
GNB,2013,N,0
GNB,2013,P2O5,0
GNB,2014,K2O,0
GNB,2014,N,0
GNB,2014,P2O5,0
GNB,2015,K2O,0
GNB,2015,N,0
GNB,2015,P2O5,0
GNB,2016,K2O,0
GNB,2016,N,0
GNB,2016,P2O5,0
GNB,2017,K2O,0
GNB,2017,N,0
GNB,2017,P2O5,0
GNB,2018,K2O,0
GNB,2018,N,0
GNB,2018,P2O5,0
GNB,2019,K2O,0
GNB,2019,N,0
GNB,2019,P2O5,0
GNQ,2010,K2O,0
GNQ,2010,N,0
GNQ,2010,P2O5,0
GNQ,2011,K2O,0
GNQ,2011,N,0
GNQ,2011,P2O5,0
GNQ,2012,K2O,0
GNQ,2012,N,0
GNQ,2012,P2O5,0
GNQ,2013,K2O,0
GNQ,2013,N,0
GNQ,2013,P2O5,0
GNQ,2014,K2O,0
GNQ,2014,N,0
GNQ,2014,P2O5,0
GNQ,2015,K2O,0
GNQ,2015,N,0
GNQ,2015,P2O5,0
GNQ,2016,K2O,0
GNQ,2016,N,0
GNQ,2016,P2O5,0
GNQ,2017,K2O,0
GNQ,2017,N,0
GNQ,2017,P2O5,0
GNQ,2018,K2O,0
GNQ,2018,N,0
GNQ,2018,P2O5,0
GNQ,2019,K2O,0
GNQ,2019,N,0
GNQ,2019,P2O5,0
GRD,2010,K2O,0
GRD,2010,N,0
GRD,2010,P2O5,0
GRD,2011,K2O,0
GRD,2011,N,0
GRD,2011,P2O5,0
GRD,2012,K2O,0
GRD,2012,N,0
GRD,2012,P2O5,0
GRD,2013,K2O,0
GRD,2013,N,0
GRD,2013,P2O5,0
GRD,2014,K2O,0
GRD,2014,N,0
GRD,2014,P2O5,0
GRD,2015,K2O,0
GRD,2015,N,0
GRD,2015,P2O5,0
GRD,2016,K2O,0
GRD,2016,N,0
GRD,2016,P2O5,0
GRD,2017,K2O,0
GRD,2017,N,0
GRD,2017,P2O5,0
GRD,2018,K2O,0
GRD,2018,N,0
GRD,2018,P2O5,0
GRD,2019,K2O,0
GRD,2019,N,0
GRD,2019,P2O5,0
GRL,2010,K2O,0
GRL,2010,N,0
GRL,2010,P2O5,0
GRL,2011,K2O,0
GRL,2011,N,0
GRL,2011,P2O5,0
GRL,2012,K2O,0
GRL,2012,N,0
GRL,2012,P2O5,0
GRL,2013,K2O,0
GRL,2013,N,0
GRL,2013,P2O5,0
GRL,2014,K2O,0
GRL,2014,N,0
GRL,2014,P2O5,0
GRL,2015,K2O,0
GRL,2015,N,0
GRL,2015,P2O5,0
GRL,2016,K2O,0
GRL,2016,N,0
GRL,2016,P2O5,0
GRL,2017,K2O,0
GRL,2017,N,0
GRL,2017,P2O5,0
GRL,2018,K2O,0
GRL,2018,N,0
GRL,2018,P2O5,0
GRL,2019,K2O,0
GRL,2019,N,0
GRL,2019,P2O5,0
GUF,2010,K2O,0
GUF,2010,N,0
GUF,2010,P2O5,0
GUF,2011,K2O,0
GUF,2011,N,0
GUF,2011,P2O5,0
GUF,2012,K2O,0
GUF,2012,N,0
GUF,2012,P2O5,0
GUF,2013,K2O,0
GUF,2013,N,0
GUF,2013,P2O5,0
GUF,2014,K2O,0
GUF,2014,N,0
GUF,2014,P2O5,0
GUF,2015,K2O,0
GUF,2015,N,0
GUF,2015,P2O5,0
GUF,2016,K2O,0
GUF,2016,N,0
GUF,2016,P2O5,0
GUF,2017,K2O,0
GUF,2017,N,0
GUF,2017,P2O5,0
GUF,2018,K2O,0
GUF,2018,N,0
GUF,2018,P2O5,0
GUF,2019,K2O,0
GUF,2019,N,0
GUF,2019,P2O5,0
GUM,2010,K2O,0
GUM,2010,N,0
GUM,2010,P2O5,0
GUM,2011,K2O,0
GUM,2011,N,0
GUM,2011,P2O5,0
GUM,2012,K2O,0
GUM,2012,N,0
GUM,2012,P2O5,0
GUM,2013,K2O,0
GUM,2013,N,0
GUM,2013,P2O5,0
GUM,2014,K2O,0
GUM,2014,N,0
GUM,2014,P2O5,0
GUM,2015,K2O,0
GUM,2015,N,0
GUM,2015,P2O5,0
GUM,2016,K2O,0
GUM,2016,N,0
GUM,2016,P2O5,0
GUM,2017,K2O,0
GUM,2017,N,0
GUM,2017,P2O5,0
GUM,2018,K2O,0
GUM,2018,N,0
GUM,2018,P2O5,0
GUM,2019,K2O,0
GUM,2019,N,0
GUM,2019,P2O5,0
HKG,2010,K2O,1.6623318680466652e-4
HKG,2010,N,2.7362647376098e-4
HKG,2010,P2O5,6.06092847370313e-4
HKG,2011,K2O,1.6623318680466652e-4
HKG,2011,N,2.7362647376098e-4
HKG,2011,P2O5,6.06092847370313e-4
HKG,2012,K2O,1.6623318680466652e-4
HKG,2012,N,2.7362647376098e-4
HKG,2012,P2O5,6.06092847370313e-4
HKG,2013,K2O,1.6623318680466652e-4
HKG,2013,N,2.7362647376098e-4
HKG,2013,P2O5,6.06092847370313e-4
HKG,2014,K2O,1.6623318680466652e-4
HKG,2014,N,2.7362647376098e-4
HKG,2014,P2O5,6.06092847370313e-4
HKG,2015,K2O,1.6623318680466652e-4
HKG,2015,N,2.7362647376098e-4
HKG,2015,P2O5,6.06092847370313e-4
HKG,2016,K2O,1.6623318680466652e-4
HKG,2016,N,2.7362647376098e-4
HKG,2016,P2O5,6.06092847370313e-4
HKG,2017,K2O,1.6623318680466652e-4
HKG,2017,N,2.7362647376098e-4
HKG,2017,P2O5,6.06092847370313e-4
HKG,2018,K2O,1.6623318680466652e-4
HKG,2018,N,2.7362647376098e-4
HKG,2018,P2O5,6.06092847370313e-4
HKG,2019,K2O,1.6623318680466652e-4
HKG,2019,N,2.7362647376098e-4
HKG,2019,P2O5,6.06092847370313e-4
HTI,2010,K2O,0
HTI,2010,N,0
HTI,2010,P2O5,0
HTI,2011,K2O,0
HTI,2011,N,0
HTI,2011,P2O5,0
HTI,2012,K2O,0
HTI,2012,N,0
HTI,2012,P2O5,0
HTI,2013,K2O,0
HTI,2013,N,0
HTI,2013,P2O5,0
HTI,2014,K2O,0
HTI,2014,N,0
HTI,2014,P2O5,0
HTI,2015,K2O,0
HTI,2015,N,0
HTI,2015,P2O5,0
HTI,2016,K2O,0
HTI,2016,N,0
HTI,2016,P2O5,0
HTI,2017,K2O,0
HTI,2017,N,0
HTI,2017,P2O5,0
HTI,2018,K2O,0
HTI,2018,N,0
HTI,2018,P2O5,0
HTI,2019,K2O,0
HTI,2019,N,0
HTI,2019,P2O5,0
IMN,2010,K2O,0
IMN,2010,N,0
IMN,2010,P2O5,0
IMN,2011,K2O,0
IMN,2011,N,0
IMN,2011,P2O5,0
IMN,2012,K2O,0
IMN,2012,N,0
IMN,2012,P2O5,0
IMN,2013,K2O,0
IMN,2013,N,0
IMN,2013,P2O5,0
IMN,2014,K2O,0
IMN,2014,N,0
IMN,2014,P2O5,0
IMN,2015,K2O,0
IMN,2015,N,0
IMN,2015,P2O5,0
IMN,2016,K2O,0
IMN,2016,N,0
IMN,2016,P2O5,0
IMN,2017,K2O,0
IMN,2017,N,0
IMN,2017,P2O5,0
IMN,2018,K2O,0
IMN,2018,N,0
IMN,2018,P2O5,0
IMN,2019,K2O,0
IMN,2019,N,0
IMN,2019,P2O5,0
IOT,2010,K2O,0
IOT,2010,N,0
IOT,2010,P2O5,0
IOT,2011,K2O,0
IOT,2011,N,0
IOT,2011,P2O5,0
IOT,2012,K2O,0
IOT,2012,N,0
IOT,2012,P2O5,0
IOT,2013,K2O,0
IOT,2013,N,0
IOT,2013,P2O5,0
IOT,2014,K2O,0
IOT,2014,N,0
IOT,2014,P2O5,0
IOT,2015,K2O,0
IOT,2015,N,0
IOT,2015,P2O5,0
IOT,2016,K2O,0
IOT,2016,N,0
IOT,2016,P2O5,0
IOT,2017,K2O,0
IOT,2017,N,0
IOT,2017,P2O5,0
IOT,2018,K2O,0
IOT,2018,N,0
IOT,2018,P2O5,0
IOT,2019,K2O,0
IOT,2019,N,0
IOT,2019,P2O5,0
JEY,2010,K2O,0
JEY,2010,N,0
JEY,2010,P2O5,0
JEY,2011,K2O,0
JEY,2011,N,0
JEY,2011,P2O5,0
JEY,2012,K2O,0
JEY,2012,N,0
JEY,2012,P2O5,0
JEY,2013,K2O,0
JEY,2013,N,0
JEY,2013,P2O5,0
JEY,2014,K2O,0
JEY,2014,N,0
JEY,2014,P2O5,0
JEY,2015,K2O,0
JEY,2015,N,0
JEY,2015,P2O5,0
JEY,2016,K2O,0
JEY,2016,N,0
JEY,2016,P2O5,0
JEY,2017,K2O,0
JEY,2017,N,0
JEY,2017,P2O5,0
JEY,2018,K2O,0
JEY,2018,N,0
JEY,2018,P2O5,0
JEY,2019,K2O,0
JEY,2019,N,0
JEY,2019,P2O5,0
KIR,2010,K2O,0
KIR,2010,N,0
KIR,2010,P2O5,0
KIR,2011,K2O,0
KIR,2011,N,0
KIR,2011,P2O5,0
KIR,2012,K2O,0
KIR,2012,N,0
KIR,2012,P2O5,0
KIR,2013,K2O,0
KIR,2013,N,0
KIR,2013,P2O5,0
KIR,2014,K2O,0
KIR,2014,N,0
KIR,2014,P2O5,0
KIR,2015,K2O,0
KIR,2015,N,0
KIR,2015,P2O5,0
KIR,2016,K2O,0
KIR,2016,N,0
KIR,2016,P2O5,0
KIR,2017,K2O,0
KIR,2017,N,0
KIR,2017,P2O5,0
KIR,2018,K2O,0
KIR,2018,N,0
KIR,2018,P2O5,0
KIR,2019,K2O,0
KIR,2019,N,0
KIR,2019,P2O5,0
LAO,2010,K2O,0
LAO,2010,N,0
LAO,2010,P2O5,0
LAO,2011,K2O,0
LAO,2011,N,0
LAO,2011,P2O5,0
LAO,2012,K2O,0
LAO,2012,N,0
LAO,2012,P2O5,0
LAO,2013,K2O,0
LAO,2013,N,0
LAO,2013,P2O5,0
LAO,2014,K2O,0
LAO,2014,N,0
LAO,2014,P2O5,0
LAO,2015,K2O,0
LAO,2015,N,0
LAO,2015,P2O5,0
LAO,2016,K2O,0
LAO,2016,N,0
LAO,2016,P2O5,0
LAO,2017,K2O,0
LAO,2017,N,0
LAO,2017,P2O5,0
LAO,2018,K2O,0
LAO,2018,N,0
LAO,2018,P2O5,0
LAO,2019,K2O,0
LAO,2019,N,0
LAO,2019,P2O5,0
LBR,2010,K2O,0
LBR,2010,N,0
LBR,2010,P2O5,0
LBR,2011,K2O,0
LBR,2011,N,0
LBR,2011,P2O5,0
LBR,2012,K2O,0
LBR,2012,N,0
LBR,2012,P2O5,0
LBR,2013,K2O,0
LBR,2013,N,0
LBR,2013,P2O5,0
LBR,2014,K2O,0
LBR,2014,N,0
LBR,2014,P2O5,0
LBR,2015,K2O,0
LBR,2015,N,0
LBR,2015,P2O5,0
LBR,2016,K2O,0
LBR,2016,N,0
LBR,2016,P2O5,0
LBR,2017,K2O,0
LBR,2017,N,0
LBR,2017,P2O5,0
LBR,2018,K2O,0
LBR,2018,N,0
LBR,2018,P2O5,0
LBR,2019,K2O,0
LBR,2019,N,0
LBR,2019,P2O5,0
LIE,2010,K2O,0
LIE,2010,N,0
LIE,2010,P2O5,0
LIE,2011,K2O,0
LIE,2011,N,0
LIE,2011,P2O5,0
LIE,2012,K2O,0
LIE,2012,N,0
LIE,2012,P2O5,0
LIE,2013,K2O,0
LIE,2013,N,0
LIE,2013,P2O5,0
LIE,2014,K2O,0
LIE,2014,N,0
LIE,2014,P2O5,0
LIE,2015,K2O,0
LIE,2015,N,0
LIE,2015,P2O5,0
LIE,2016,K2O,0
LIE,2016,N,0
LIE,2016,P2O5,0
LIE,2017,K2O,0
LIE,2017,N,0
LIE,2017,P2O5,0
LIE,2018,K2O,0
LIE,2018,N,0
LIE,2018,P2O5,0
LIE,2019,K2O,0
LIE,2019,N,0
LIE,2019,P2O5,0
LSO,2010,K2O,0
LSO,2010,N,0
LSO,2010,P2O5,0
LSO,2011,K2O,0
LSO,2011,N,0
LSO,2011,P2O5,0
LSO,2012,K2O,0
LSO,2012,N,0
LSO,2012,P2O5,0
LSO,2013,K2O,0
LSO,2013,N,0
LSO,2013,P2O5,0
LSO,2014,K2O,0
LSO,2014,N,0
LSO,2014,P2O5,0
LSO,2015,K2O,0
LSO,2015,N,0
LSO,2015,P2O5,0
LSO,2016,K2O,0
LSO,2016,N,0
LSO,2016,P2O5,0
